the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,2530,8869,2021-06-07 17:20:03
NA,2,NA,19125,2344,11595,2021-06-07 17:20:03
NA,3,NA,19144,3686,13052,2021-06-07 17:20:03
NA,4,NA,19152,4087,12860,2021-06-07 17:20:03
NA,5,NA,19153,1034,3748,2021-06-07 17:20:03
NA,6,NA,19133,2792,6110,2021-06-07 17:20:03
NA,7,NA,19126,1393,5098,2021-06-07 17:20:03
NA,8,NA,19119,2676,11121,2021-06-07 17:20:03
NA,9,NA,19120,6921,18108,2021-06-07 17:20:03
NA,10,NA,19128,3504,13623,2021-06-07 17:20:03
NA,11,NA,19104,4891,21851,2021-06-07 17:20:03
NA,12,NA,19127,500,2439,2021-06-07 17:20:03
NA,13,NA,19149,7394,17460,2021-06-07 17:20:03
NA,14,NA,19143,4946,20834,2021-06-07 17:20:03
NA,15,NA,19146,3577,19463,2021-06-07 17:20:03
NA,16,NA,19135,2716,8908,2021-06-07 17:20:03
NA,17,NA,19151,2155,8102,2021-06-07 17:20:03
NA,18,NA,19154,2692,11783,2021-06-07 17:20:03
NA,19,NA,19132,2802,8674,2021-06-07 17:20:03
NA,20,NA,19111,6316,20937,2021-06-07 17:20:03
NA,21,NA,19114,2601,11616,2021-06-07 17:20:03
NA,22,NA,19147,4073,20513,2021-06-07 17:20:03
NA,23,NA,19139,3286,11987,2021-06-07 17:20:03
NA,24,NA,19124,6345,16971,2021-06-07 17:20:03
NA,25,NA,19142,2429,6823,2021-06-07 17:20:03
NA,26,NA,19118,850,4068,2021-06-07 17:20:03
NA,27,NA,19122,2011,7849,2021-06-07 17:20:03
NA,28,NA,19123,1858,8004,2021-06-07 17:20:03
NA,29,NA,19130,3481,13431,2021-06-07 17:20:03
NA,30,NA,19116,2380,10496,2021-06-07 17:20:03
NA,31,NA,19129,1208,4475,2021-06-07 17:20:03
NA,32,NA,19140,4812,13845,2021-06-07 17:20:03
NA,33,NA,19134,5239,15308,2021-06-07 17:20:03
NA,34,NA,19145,4718,19116,2021-06-07 17:20:03
NA,35,NA,19121,3024,11088,2021-06-07 17:20:03
NA,36,NA,19107,2067,8677,2021-06-07 17:20:03
NA,37,NA,19150,2018,8121,2021-06-07 17:20:03
NA,38,NA,19131,3231,12161,2021-06-07 17:20:03
NA,39,NA,19102,761,3232,2021-06-07 17:20:03
NA,40,NA,19148,6132,22801,2021-06-07 17:20:03
NA,41,NA,19115,2986,13197,2021-06-07 17:20:03
NA,42,NA,19136,3178,11164,2021-06-07 17:20:03
NA,43,NA,19103,2623,14356,2021-06-07 17:20:03
NA,44,NA,19106,1538,6555,2021-06-07 17:20:03
NA,45,NA,19141,2455,7982,2021-06-07 17:20:03
NA,46,NA,19137,715,2506,2021-06-07 17:20:03
