the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,2467,9042,2021-06-10 17:22:21
NA,2,NA,19125,2292,11718,2021-06-10 17:22:21
NA,3,NA,19144,3614,13260,2021-06-10 17:22:21
NA,4,NA,19152,4050,13083,2021-06-10 17:22:21
NA,5,NA,19153,1003,3829,2021-06-10 17:22:21
NA,6,NA,19133,2785,6250,2021-06-10 17:22:21
NA,7,NA,19126,1366,5195,2021-06-10 17:22:21
NA,8,NA,19119,2667,11241,2021-06-10 17:22:21
NA,9,NA,19120,6885,18509,2021-06-10 17:22:21
NA,10,NA,19128,3455,13815,2021-06-10 17:22:21
NA,11,NA,19104,4778,22115,2021-06-10 17:22:21
NA,12,NA,19127,493,2464,2021-06-10 17:22:21
NA,13,NA,19149,7386,17876,2021-06-10 17:22:21
NA,14,NA,19143,4774,21242,2021-06-10 17:22:21
NA,15,NA,19146,3462,19691,2021-06-10 17:22:21
NA,16,NA,19135,2668,9117,2021-06-10 17:22:21
NA,17,NA,19151,2095,8234,2021-06-10 17:22:21
NA,18,NA,19154,2633,11928,2021-06-10 17:22:21
NA,19,NA,19132,2739,8869,2021-06-10 17:22:21
NA,20,NA,19111,6240,21360,2021-06-10 17:22:21
NA,21,NA,19114,2542,11749,2021-06-10 17:22:21
NA,22,NA,19147,3901,20814,2021-06-10 17:22:21
NA,23,NA,19139,3187,12225,2021-06-10 17:22:21
NA,24,NA,19124,6192,17459,2021-06-10 17:22:21
NA,25,NA,19142,2414,6988,2021-06-10 17:22:21
NA,26,NA,19118,848,4102,2021-06-10 17:22:21
NA,27,NA,19122,1970,7956,2021-06-10 17:22:21
NA,28,NA,19123,1819,8099,2021-06-10 17:22:21
NA,29,NA,19130,3419,13555,2021-06-10 17:22:21
NA,30,NA,19116,2358,10615,2021-06-10 17:22:21
NA,31,NA,19129,1203,4514,2021-06-10 17:22:21
NA,32,NA,19140,4790,14147,2021-06-10 17:22:21
NA,33,NA,19134,5184,15703,2021-06-10 17:22:21
NA,34,NA,19145,4590,19446,2021-06-10 17:22:21
NA,35,NA,19121,2976,11272,2021-06-10 17:22:21
NA,36,NA,19107,2038,8769,2021-06-10 17:22:21
NA,37,NA,19150,1965,8249,2021-06-10 17:22:21
NA,38,NA,19131,3136,12368,2021-06-10 17:22:21
NA,39,NA,19102,735,3278,2021-06-10 17:22:21
NA,40,NA,19148,5973,23227,2021-06-10 17:22:21
NA,41,NA,19115,2899,13399,2021-06-10 17:22:21
NA,42,NA,19136,3120,11371,2021-06-10 17:22:21
NA,43,NA,19103,2538,14490,2021-06-10 17:22:21
NA,44,NA,19106,1496,6629,2021-06-10 17:22:21
NA,45,NA,19141,2398,8155,2021-06-10 17:22:21
NA,46,NA,19137,685,2551,2021-06-10 17:22:21
