the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,2380,9534,2021-06-17 17:20:02
NA,2,NA,19125,2381,12017,2021-06-17 17:20:02
NA,3,NA,19144,3460,13809,2021-06-17 17:20:02
NA,4,NA,19152,3796,13729,2021-06-17 17:20:02
NA,5,NA,19153,938,4002,2021-06-17 17:20:02
NA,6,NA,19133,2715,6738,2021-06-17 17:20:02
NA,7,NA,19126,1306,5391,2021-06-17 17:20:02
NA,8,NA,19119,2589,11574,2021-06-17 17:20:02
NA,9,NA,19120,6458,19809,2021-06-17 17:20:02
NA,10,NA,19128,3366,14337,2021-06-17 17:20:02
NA,11,NA,19104,4591,22685,2021-06-17 17:20:02
NA,12,NA,19127,486,2541,2021-06-17 17:20:02
NA,13,NA,19149,7059,19116,2021-06-17 17:20:02
NA,14,NA,19143,4548,21970,2021-06-17 17:20:02
NA,15,NA,19146,3464,20097,2021-06-17 17:20:02
NA,16,NA,19135,2536,9607,2021-06-17 17:20:02
NA,17,NA,19151,2001,8653,2021-06-17 17:20:02
NA,18,NA,19154,2420,12312,2021-06-17 17:20:02
NA,19,NA,19132,2609,9438,2021-06-17 17:20:02
NA,20,NA,19111,5863,22524,2021-06-17 17:20:02
NA,21,NA,19114,2399,12164,2021-06-17 17:20:02
NA,22,NA,19147,3979,21319,2021-06-17 17:20:02
NA,23,NA,19139,2972,12795,2021-06-17 17:20:02
NA,24,NA,19124,5806,18791,2021-06-17 17:20:02
NA,25,NA,19142,2278,7482,2021-06-17 17:20:02
NA,26,NA,19118,882,4192,2021-06-17 17:20:02
NA,27,NA,19122,1949,8240,2021-06-17 17:20:02
NA,28,NA,19123,2217,8371,2021-06-17 17:20:02
NA,29,NA,19130,3378,13814,2021-06-17 17:20:02
NA,30,NA,19116,2210,10989,2021-06-17 17:20:02
NA,31,NA,19129,1274,4651,2021-06-17 17:20:02
NA,32,NA,19140,4581,15046,2021-06-17 17:20:02
NA,33,NA,19134,4961,16741,2021-06-17 17:20:02
NA,34,NA,19145,4504,20140,2021-06-17 17:20:02
NA,35,NA,19121,2814,11757,2021-06-17 17:20:02
NA,36,NA,19107,2007,8951,2021-06-17 17:20:02
NA,37,NA,19150,1761,8632,2021-06-17 17:20:02
NA,38,NA,19131,2930,13010,2021-06-17 17:20:02
NA,39,NA,19102,751,3335,2021-06-17 17:20:02
NA,40,NA,19148,5816,24136,2021-06-17 17:20:02
NA,41,NA,19115,2760,13827,2021-06-17 17:20:02
NA,42,NA,19136,3009,11940,2021-06-17 17:20:02
NA,43,NA,19103,2619,14700,2021-06-17 17:20:02
NA,44,NA,19106,1639,6720,2021-06-17 17:20:02
NA,45,NA,19141,2286,8537,2021-06-17 17:20:02
NA,46,NA,19137,641,2671,2021-06-17 17:20:02
