the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,2249,10304,2021-07-12 17:20:02
NA,2,NA,19125,2261,12470,2021-07-12 17:20:02
NA,3,NA,19144,3323,14829,2021-07-12 17:20:02
NA,4,NA,19152,3445,14967,2021-07-12 17:20:02
NA,5,NA,19153,852,4351,2021-07-12 17:20:02
NA,6,NA,19133,2291,7966,2021-07-12 17:20:02
NA,7,NA,19126,1217,5764,2021-07-12 17:20:02
NA,8,NA,19119,2323,12257,2021-07-12 17:20:02
NA,9,NA,19120,5865,22335,2021-07-12 17:20:02
NA,10,NA,19128,3167,14932,2021-07-12 17:20:02
NA,11,NA,19104,4374,23600,2021-07-12 17:20:02
NA,12,NA,19127,475,2592,2021-07-12 17:20:02
NA,13,NA,19149,6850,21445,2021-07-12 17:20:02
NA,14,NA,19143,4272,23401,2021-07-12 17:20:02
NA,15,NA,19146,3212,21033,2021-07-12 17:20:02
NA,16,NA,19135,2388,10627,2021-07-12 17:20:02
NA,17,NA,19151,1911,9281,2021-07-12 17:20:02
NA,18,NA,19154,2109,13055,2021-07-12 17:20:02
NA,19,NA,19132,2427,10339,2021-07-12 17:20:02
NA,20,NA,19111,5386,24698,2021-07-12 17:20:02
NA,21,NA,19114,2138,12958,2021-07-12 17:20:02
NA,22,NA,19147,3771,21983,2021-07-12 17:20:02
NA,23,NA,19139,2782,13815,2021-07-12 17:20:02
NA,24,NA,19124,5344,21399,2021-07-12 17:20:02
NA,25,NA,19142,2164,8347,2021-07-12 17:20:02
NA,26,NA,19118,755,4387,2021-07-12 17:20:02
NA,27,NA,19122,1838,8771,2021-07-12 17:20:02
NA,28,NA,19123,2206,8698,2021-07-12 17:20:02
NA,29,NA,19130,3289,14191,2021-07-12 17:20:02
NA,30,NA,19116,2085,11607,2021-07-12 17:20:02
NA,31,NA,19129,1212,4854,2021-07-12 17:20:02
NA,32,NA,19140,4194,16774,2021-07-12 17:20:02
NA,33,NA,19134,4432,18744,2021-07-12 17:20:02
NA,34,NA,19145,4101,21429,2021-07-12 17:20:02
NA,35,NA,19121,2644,12507,2021-07-12 17:20:02
NA,36,NA,19107,1934,9242,2021-07-12 17:20:02
NA,37,NA,19150,1652,9150,2021-07-12 17:20:02
NA,38,NA,19131,2741,13868,2021-07-12 17:20:02
NA,39,NA,19102,714,3429,2021-07-12 17:20:02
NA,40,NA,19148,5461,25619,2021-07-12 17:20:02
NA,41,NA,19115,2527,14674,2021-07-12 17:20:02
NA,42,NA,19136,2788,12988,2021-07-12 17:20:02
NA,43,NA,19103,2492,15012,2021-07-12 17:20:02
NA,44,NA,19106,1575,6893,2021-07-12 17:20:02
NA,45,NA,19141,2135,9297,2021-07-12 17:20:02
NA,46,NA,19137,664,2910,2021-07-12 17:20:02
