the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2872,18376,7301,2022-03-23 15:00:01
NA,2,NA,19125,3633,16788,7916,2022-03-23 15:00:01
NA,3,NA,19144,4374,24540,10220,2022-03-23 15:00:01
NA,4,NA,19152,4626,23141,9263,2022-03-23 15:00:01
NA,5,NA,19153,1077,7555,3164,2022-03-23 15:00:01
NA,6,NA,19133,3071,14285,4268,2022-03-23 15:00:01
NA,7,NA,19126,1525,9485,4054,2022-03-23 15:00:01
NA,8,NA,19119,3164,18875,10663,2022-03-23 15:00:01
NA,9,NA,19120,7714,40246,13823,2022-03-23 15:00:01
NA,10,NA,19128,4255,24712,12939,2022-03-23 15:00:01
NA,11,NA,19104,8399,31734,13525,2022-03-23 15:00:01
NA,12,NA,19127,876,3959,1897,2022-03-23 15:00:01
NA,13,NA,19149,9725,37328,11761,2022-03-23 15:00:01
NA,14,NA,19143,6216,38399,15813,2022-03-23 15:00:01
NA,15,NA,19146,6401,30627,14663,2022-03-23 15:00:01
NA,16,NA,19135,3194,18726,6007,2022-03-23 15:00:01
NA,17,NA,19109,10,20,7,2022-03-23 15:00:01
NA,18,NA,19151,2666,17878,7390,2022-03-23 15:00:01
NA,19,NA,19154,2999,20851,9092,2022-03-23 15:00:01
NA,20,NA,19132,3467,18688,6612,2022-03-23 15:00:01
NA,21,NA,19111,7016,40689,16176,2022-03-23 15:00:01
NA,22,NA,19114,2973,19503,8845,2022-03-23 15:00:01
NA,23,NA,19147,6594,30111,15853,2022-03-23 15:00:01
NA,24,NA,19139,4143,24096,9086,2022-03-23 15:00:01
NA,25,NA,19124,7128,38430,12247,2022-03-23 15:00:01
NA,26,NA,19142,3098,16459,5273,2022-03-23 15:00:01
NA,27,NA,19118,1316,6912,4257,2022-03-23 15:00:01
NA,28,NA,19122,2938,13096,4726,2022-03-23 15:00:01
NA,29,NA,19123,3243,12062,5227,2022-03-23 15:00:01
NA,30,NA,19130,5420,19961,9799,2022-03-23 15:00:01
NA,31,NA,19116,3131,19427,8613,2022-03-23 15:00:01
NA,32,NA,19112,23,336,10,2022-03-23 15:00:01
NA,33,NA,19129,1458,7357,3852,2022-03-23 15:00:01
NA,34,NA,19113,13,45,15,2022-03-23 15:00:01
NA,35,NA,19140,5723,29717,9623,2022-03-23 15:00:01
NA,36,NA,19134,6492,31880,10003,2022-03-23 15:00:01
NA,37,NA,19145,5608,31590,13688,2022-03-23 15:00:01
NA,38,NA,19121,4018,20629,6633,2022-03-23 15:00:01
NA,39,NA,19107,3250,11681,5646,2022-03-23 15:00:01
NA,40,NA,19150,2008,14883,7124,2022-03-23 15:00:01
NA,41,NA,19131,3953,23798,9647,2022-03-23 15:00:01
NA,42,NA,19102,1498,4318,2229,2022-03-23 15:00:01
NA,43,NA,19148,7257,37679,15610,2022-03-23 15:00:01
NA,44,NA,19115,3414,22464,10320,2022-03-23 15:00:01
NA,45,NA,19136,3621,21197,7983,2022-03-23 15:00:01
NA,46,NA,19103,5688,18643,10363,2022-03-23 15:00:01
NA,47,NA,19106,2441,8932,5069,2022-03-23 15:00:01
NA,48,NA,19141,2752,16479,6159,2022-03-23 15:00:01
NA,49,NA,19137,823,4514,1664,2022-03-23 15:00:01
