the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2830,18684,7645,2022-05-11 11:00:01
NA,2,NA,19125,3611,16776,8194,2022-05-11 11:00:01
NA,3,NA,19144,4302,24889,10750,2022-05-11 11:00:01
NA,4,NA,19152,4618,23393,9716,2022-05-11 11:00:01
NA,5,NA,19153,1058,7685,3325,2022-05-11 11:00:01
NA,6,NA,19133,3092,14482,4567,2022-05-11 11:00:01
NA,7,NA,19126,1506,9645,4260,2022-05-11 11:00:01
NA,8,NA,19119,3078,19074,11023,2022-05-11 11:00:01
NA,9,NA,19120,7560,40977,14554,2022-05-11 11:00:01
NA,10,NA,19128,4176,24864,13437,2022-05-11 11:00:01
NA,11,NA,19104,8516,31950,14244,2022-05-11 11:00:01
NA,12,NA,19127,874,3918,1969,2022-05-11 11:00:01
NA,13,NA,19149,9656,37969,12408,2022-05-11 11:00:01
NA,14,NA,19143,6162,38859,16558,2022-05-11 11:00:01
NA,15,NA,19146,6407,30651,15090,2022-05-11 11:00:01
NA,16,NA,19135,3177,18971,6345,2022-05-11 11:00:01
NA,17,NA,19109,10,21,8,2022-05-11 11:00:01
NA,18,NA,19151,2615,18221,7784,2022-05-11 11:00:01
NA,19,NA,19154,2915,20998,9413,2022-05-11 11:00:01
NA,20,NA,19132,3474,19026,7001,2022-05-11 11:00:01
NA,21,NA,19111,6900,41305,16935,2022-05-11 11:00:01
NA,22,NA,19114,2890,19731,9230,2022-05-11 11:00:01
NA,23,NA,19147,6468,30287,16344,2022-05-11 11:00:01
NA,24,NA,19139,4100,24474,9626,2022-05-11 11:00:01
NA,25,NA,19124,7052,39094,12964,2022-05-11 11:00:01
NA,26,NA,19142,3062,16815,5593,2022-05-11 11:00:01
NA,27,NA,19118,1258,7039,4430,2022-05-11 11:00:01
NA,28,NA,19122,2947,13109,4928,2022-05-11 11:00:01
NA,29,NA,19123,3228,12004,5421,2022-05-11 11:00:01
NA,30,NA,19130,5395,19965,10152,2022-05-11 11:00:01
NA,31,NA,19116,3094,19732,9042,2022-05-11 11:00:01
NA,32,NA,19112,34,338,11,2022-05-11 11:00:01
NA,33,NA,19129,1426,7413,3964,2022-05-11 11:00:01
NA,34,NA,19113,14,42,15,2022-05-11 11:00:01
NA,35,NA,19140,5658,30203,10198,2022-05-11 11:00:01
NA,36,NA,19134,6440,32430,10703,2022-05-11 11:00:01
NA,37,NA,19145,5520,31983,14374,2022-05-11 11:00:01
NA,38,NA,19121,4004,20743,7007,2022-05-11 11:00:01
NA,39,NA,19107,3260,11757,5881,2022-05-11 11:00:01
NA,40,NA,19150,1953,15121,7491,2022-05-11 11:00:01
NA,41,NA,19131,3913,24192,10235,2022-05-11 11:00:01
NA,42,NA,19102,1495,4360,2333,2022-05-11 11:00:01
NA,43,NA,19148,7187,38024,16287,2022-05-11 11:00:01
NA,44,NA,19115,3385,22776,10780,2022-05-11 11:00:01
NA,45,NA,19136,3607,21505,8369,2022-05-11 11:00:01
NA,46,NA,19103,5580,18875,10908,2022-05-11 11:00:01
NA,47,NA,19106,2371,8889,5226,2022-05-11 11:00:01
NA,48,NA,19141,2744,16813,6571,2022-05-11 11:00:01
NA,49,NA,19137,833,4550,1747,2022-05-11 11:00:01
