the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2867,18416,7340,2022-03-29 15:00:03
NA,2,NA,19125,3631,16803,7935,2022-03-29 15:00:03
NA,3,NA,19144,4363,24580,10266,2022-03-29 15:00:03
NA,4,NA,19152,4641,23157,9304,2022-03-29 15:00:03
NA,5,NA,19153,1074,7562,3182,2022-03-29 15:00:03
NA,6,NA,19133,3080,14304,4314,2022-03-29 15:00:03
NA,7,NA,19126,1520,9493,4066,2022-03-29 15:00:03
NA,8,NA,19119,3159,18887,10677,2022-03-29 15:00:03
NA,9,NA,19120,7693,40315,13891,2022-03-29 15:00:03
NA,10,NA,19128,4256,24733,12985,2022-03-29 15:00:03
NA,11,NA,19104,8428,31773,13600,2022-03-29 15:00:03
NA,12,NA,19127,877,3958,1901,2022-03-29 15:00:03
NA,13,NA,19149,9706,37418,11848,2022-03-29 15:00:03
NA,14,NA,19143,6196,38483,15881,2022-03-29 15:00:03
NA,15,NA,19146,6400,30661,14696,2022-03-29 15:00:03
NA,16,NA,19135,3207,18747,6041,2022-03-29 15:00:03
NA,17,NA,19109,10,20,7,2022-03-29 15:00:03
NA,18,NA,19151,2651,17913,7418,2022-03-29 15:00:03
NA,19,NA,19154,3001,20853,9106,2022-03-29 15:00:03
NA,20,NA,19132,3483,18717,6641,2022-03-29 15:00:03
NA,21,NA,19111,6994,40759,16269,2022-03-29 15:00:03
NA,22,NA,19114,2972,19524,8876,2022-03-29 15:00:03
NA,23,NA,19147,6583,30154,15907,2022-03-29 15:00:03
NA,24,NA,19139,4115,24168,9151,2022-03-29 15:00:03
NA,25,NA,19124,7119,38505,12331,2022-03-29 15:00:03
NA,26,NA,19142,3078,16507,5313,2022-03-29 15:00:03
NA,27,NA,19118,1314,6915,4262,2022-03-29 15:00:03
NA,28,NA,19122,2928,13110,4740,2022-03-29 15:00:03
NA,29,NA,19123,3243,12071,5249,2022-03-29 15:00:03
NA,30,NA,19130,5414,19974,9828,2022-03-29 15:00:03
NA,31,NA,19116,3132,19438,8633,2022-03-29 15:00:03
NA,32,NA,19112,23,336,10,2022-03-29 15:00:03
NA,33,NA,19129,1457,7363,3864,2022-03-29 15:00:03
NA,34,NA,19113,13,45,14,2022-03-29 15:00:03
NA,35,NA,19140,5703,29770,9685,2022-03-29 15:00:03
NA,36,NA,19134,6470,31967,10082,2022-03-29 15:00:03
NA,37,NA,19145,5595,31643,13757,2022-03-29 15:00:03
NA,38,NA,19121,4042,20649,6677,2022-03-29 15:00:03
NA,39,NA,19107,3262,11687,5664,2022-03-29 15:00:03
NA,40,NA,19150,2001,14905,7157,2022-03-29 15:00:03
NA,41,NA,19131,3931,23845,9705,2022-03-29 15:00:03
NA,42,NA,19102,1498,4319,2229,2022-03-29 15:00:03
NA,43,NA,19148,7250,37722,15696,2022-03-29 15:00:03
NA,44,NA,19115,3427,22487,10353,2022-03-29 15:00:03
NA,45,NA,19136,3674,21214,7985,2022-03-29 15:00:03
NA,46,NA,19103,5692,18656,10397,2022-03-29 15:00:03
NA,47,NA,19106,2440,8931,5077,2022-03-29 15:00:03
NA,48,NA,19141,2774,16560,6225,2022-03-29 15:00:03
NA,49,NA,19137,825,4514,1671,2022-03-29 15:00:03
