the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2859,19184,8213,2022-08-29 11:00:01
NA,2,NA,19125,3839,17299,8686,2022-08-29 11:00:01
NA,3,NA,19144,4444,25578,11628,2022-08-29 11:00:01
NA,4,NA,19152,4673,23930,10397,2022-08-29 11:00:01
NA,5,NA,19153,1117,7895,3539,2022-08-29 11:00:01
NA,6,NA,19133,3165,14809,5056,2022-08-29 11:00:01
NA,7,NA,19126,1531,9912,4569,2022-08-29 11:00:01
NA,8,NA,19119,3265,19729,11958,2022-08-29 11:00:01
NA,9,NA,19120,7753,41893,15662,2022-08-29 11:00:01
NA,10,NA,19128,4528,26115,14580,2022-08-29 11:00:01
NA,11,NA,19104,8860,32608,15114,2022-08-29 11:00:01
NA,12,NA,19127,948,4164,2126,2022-08-29 11:00:01
NA,13,NA,19149,9823,38875,13353,2022-08-29 11:00:01
NA,14,NA,19143,6439,40034,17987,2022-08-29 11:00:01
NA,15,NA,19146,6988,31759,16034,2022-08-29 11:00:01
NA,16,NA,19135,3209,19343,6824,2022-08-29 11:00:01
NA,17,NA,19109,10,30,12,2022-08-29 11:00:01
NA,18,NA,19151,2725,18831,8453,2022-08-29 11:00:01
NA,19,NA,19154,2977,21460,9950,2022-08-29 11:00:01
NA,20,NA,19132,3526,19497,7582,2022-08-29 11:00:01
NA,21,NA,19111,7053,42306,18089,2022-08-29 11:00:01
NA,22,NA,19114,2914,20093,9714,2022-08-29 11:00:01
NA,23,NA,19147,7044,31313,17547,2022-08-29 11:00:01
NA,24,NA,19139,4246,25155,10513,2022-08-29 11:00:01
NA,25,NA,19124,7219,39887,13949,2022-08-29 11:00:01
NA,26,NA,19142,3205,17342,6158,2022-08-29 11:00:01
NA,27,NA,19118,1287,7390,4856,2022-08-29 11:00:01
NA,28,NA,19122,3028,13443,5286,2022-08-29 11:00:01
NA,29,NA,19123,3417,12411,5804,2022-08-29 11:00:01
NA,30,NA,19130,5733,20532,10736,2022-08-29 11:00:01
NA,31,NA,19116,3138,20278,9636,2022-08-29 11:00:01
NA,32,NA,19112,35,337,9,2022-08-29 11:00:01
NA,33,NA,19129,1534,7686,4251,2022-08-29 11:00:01
NA,34,NA,19113,16,43,14,2022-08-29 11:00:01
NA,35,NA,19140,5735,30782,11032,2022-08-29 11:00:01
NA,36,NA,19134,6619,33003,11455,2022-08-29 11:00:01
NA,37,NA,19145,5758,32543,15329,2022-08-29 11:00:01
NA,38,NA,19121,4137,21111,7516,2022-08-29 11:00:01
NA,39,NA,19107,3343,12042,6210,2022-08-29 11:00:01
NA,40,NA,19150,1991,15541,8038,2022-08-29 11:00:01
NA,41,NA,19131,4181,25125,11337,2022-08-29 11:00:01
NA,42,NA,19102,1568,4535,2470,2022-08-29 11:00:01
NA,43,NA,19148,7542,38772,17368,2022-08-29 11:00:01
NA,44,NA,19115,3505,23393,11483,2022-08-29 11:00:01
NA,45,NA,19136,3743,21982,8958,2022-08-29 11:00:01
NA,46,NA,19103,5878,19400,11489,2022-08-29 11:00:01
NA,47,NA,19106,2495,9242,5543,2022-08-29 11:00:01
NA,48,NA,19141,2842,17320,7118,2022-08-29 11:00:01
NA,49,NA,19137,827,4623,1851,2022-08-29 11:00:01
