the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2838,18896,7901,2022-06-22 16:58:57
NA,2,NA,19125,3631,16884,8411,2022-06-22 16:58:57
NA,3,NA,19144,4291,25158,11155,2022-06-22 16:58:57
NA,4,NA,19152,4600,23596,10023,2022-06-22 16:58:57
NA,5,NA,19153,1075,7756,3414,2022-06-22 16:58:57
NA,6,NA,19133,3129,14678,4843,2022-06-22 16:58:57
NA,7,NA,19126,1487,9735,4387,2022-06-22 16:58:57
NA,8,NA,19119,3044,19290,11461,2022-06-22 16:58:57
NA,9,NA,19120,7622,41381,15049,2022-06-22 16:58:57
NA,10,NA,19128,4144,25321,13947,2022-06-22 16:58:57
NA,11,NA,19104,8618,32267,14727,2022-06-22 16:58:57
NA,12,NA,19127,865,4032,2036,2022-06-22 16:58:57
NA,13,NA,19149,9628,38416,12844,2022-06-22 16:58:57
NA,14,NA,19143,6230,39349,17247,2022-06-22 16:58:57
NA,15,NA,19146,6445,30999,15593,2022-06-22 16:58:57
NA,16,NA,19135,3161,19163,6572,2022-06-22 16:58:57
NA,17,NA,19109,11,23,9,2022-06-22 16:58:57
NA,18,NA,19151,2642,18455,8083,2022-06-22 16:58:57
NA,19,NA,19154,2902,21217,9695,2022-06-22 16:58:57
NA,20,NA,19132,3488,19277,7288,2022-06-22 16:58:57
NA,21,NA,19111,6916,41800,17475,2022-06-22 16:58:57
NA,22,NA,19114,2880,19915,9464,2022-06-22 16:58:57
NA,23,NA,19147,6487,30602,16985,2022-06-22 16:58:57
NA,24,NA,19139,4121,24753,10058,2022-06-22 16:58:57
NA,25,NA,19124,7121,39498,13434,2022-06-22 16:58:57
NA,26,NA,19142,3139,17041,5850,2022-06-22 16:58:57
NA,27,NA,19118,1223,7172,4630,2022-06-22 16:58:57
NA,28,NA,19122,2934,13266,5104,2022-06-22 16:58:57
NA,29,NA,19123,3265,12142,5597,2022-06-22 16:58:57
NA,30,NA,19130,5418,20174,10475,2022-06-22 16:58:57
NA,31,NA,19116,3107,19942,9318,2022-06-22 16:58:57
NA,32,NA,19112,35,337,11,2022-06-22 16:58:57
NA,33,NA,19129,1424,7545,4109,2022-06-22 16:58:57
NA,34,NA,19113,15,42,14,2022-06-22 16:58:57
NA,35,NA,19140,5674,30529,10606,2022-06-22 16:58:57
NA,36,NA,19134,6475,32735,11084,2022-06-22 16:58:57
NA,37,NA,19145,5559,32211,14837,2022-06-22 16:58:57
NA,38,NA,19121,4041,20940,7279,2022-06-22 16:58:57
NA,39,NA,19107,3262,11889,6075,2022-06-22 16:58:57
NA,40,NA,19150,1946,15292,7745,2022-06-22 16:58:57
NA,41,NA,19131,3958,24538,10660,2022-06-22 16:58:57
NA,42,NA,19102,1501,4436,2386,2022-06-22 16:58:57
NA,43,NA,19148,7213,38345,16819,2022-06-22 16:58:57
NA,44,NA,19115,3422,23034,11128,2022-06-22 16:58:57
NA,45,NA,19136,3623,21697,8631,2022-06-22 16:58:57
NA,46,NA,19103,5637,19113,11268,2022-06-22 16:58:57
NA,47,NA,19106,2371,9013,5374,2022-06-22 16:58:57
NA,48,NA,19141,2775,17027,6821,2022-06-22 16:58:57
NA,49,NA,19137,820,4594,1808,2022-06-22 16:58:57
