the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,3054,17710,6759,2022-02-17 16:00:01
NA,2,NA,19125,3648,16587,7598,2022-02-17 16:00:01
NA,3,NA,19144,4526,23824,9553,2022-02-17 16:00:01
NA,4,NA,19152,4787,22686,8823,2022-02-17 16:00:01
NA,5,NA,19153,1152,7368,2958,2022-02-17 16:00:01
NA,6,NA,19133,3103,13756,3841,2022-02-17 16:00:01
NA,7,NA,19126,1626,9200,3741,2022-02-17 16:00:01
NA,8,NA,19119,3208,18550,10098,2022-02-17 16:00:01
NA,9,NA,19120,8078,39065,12790,2022-02-17 16:00:01
NA,10,NA,19128,4301,24381,12395,2022-02-17 16:00:01
NA,11,NA,19104,8616,31878,12844,2022-02-17 16:00:01
NA,12,NA,19127,858,3916,1805,2022-02-17 16:00:01
NA,13,NA,19149,9913,36219,10864,2022-02-17 16:00:01
NA,14,NA,19143,6531,37122,14774,2022-02-17 16:00:01
NA,15,NA,19146,6213,30122,14097,2022-02-17 16:00:01
NA,16,NA,19135,3396,18101,5607,2022-02-17 16:00:01
NA,17,NA,19109,12,17,6,2022-02-17 16:00:01
NA,18,NA,19151,2846,17281,6849,2022-02-17 16:00:01
NA,19,NA,19154,3122,20474,8718,2022-02-17 16:00:01
NA,20,NA,19132,3614,18047,6098,2022-02-17 16:00:01
NA,21,NA,19111,7262,39762,15255,2022-02-17 16:00:01
NA,22,NA,19114,3071,19107,8474,2022-02-17 16:00:01
NA,23,NA,19147,6659,29768,15365,2022-02-17 16:00:01
NA,24,NA,19139,4369,23276,8344,2022-02-17 16:00:01
NA,25,NA,19124,7455,36997,11139,2022-02-17 16:00:01
NA,26,NA,19142,3231,15762,4795,2022-02-17 16:00:01
NA,27,NA,19118,1334,6858,4105,2022-02-17 16:00:01
NA,28,NA,19122,2743,12859,4309,2022-02-17 16:00:01
NA,29,NA,19123,3272,11873,5008,2022-02-17 16:00:01
NA,30,NA,19130,5384,19777,9445,2022-02-17 16:00:01
NA,31,NA,19116,3201,19036,8190,2022-02-17 16:00:01
NA,32,NA,19112,23,335,9,2022-02-17 16:00:01
NA,33,NA,19129,1488,7239,3698,2022-02-17 16:00:01
NA,34,NA,19113,12,43,13,2022-02-17 16:00:01
NA,35,NA,19140,6000,28684,8789,2022-02-17 16:00:01
NA,36,NA,19134,6826,30682,9150,2022-02-17 16:00:01
NA,37,NA,19145,5695,31032,12965,2022-02-17 16:00:01
NA,38,NA,19121,3980,20084,5880,2022-02-17 16:00:01
NA,39,NA,19107,3231,11569,5419,2022-02-17 16:00:01
NA,40,NA,19150,2109,14547,6680,2022-02-17 16:00:01
NA,41,NA,19131,4145,22993,8962,2022-02-17 16:00:01
NA,42,NA,19102,1455,4270,2136,2022-02-17 16:00:01
NA,43,NA,19148,7414,36917,14746,2022-02-17 16:00:01
NA,44,NA,19115,3522,22088,9856,2022-02-17 16:00:01
NA,45,NA,19136,3866,20561,7501,2022-02-17 16:00:01
NA,46,NA,19103,5496,18421,9957,2022-02-17 16:00:01
NA,47,NA,19106,2421,8879,4929,2022-02-17 16:00:01
NA,48,NA,19141,2921,15898,5674,2022-02-17 16:00:01
NA,49,NA,19137,848,4407,1575,2022-02-17 16:00:01
