the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,3006,17905,6895,2022-02-23 16:00:01
NA,2,NA,19125,3656,16625,7725,2022-02-23 16:00:01
NA,3,NA,19144,4501,24051,9765,2022-02-23 16:00:01
NA,4,NA,19152,4720,22843,8954,2022-02-23 16:00:01
NA,5,NA,19153,1112,7442,3033,2022-02-23 16:00:01
NA,6,NA,19133,3095,13891,3921,2022-02-23 16:00:01
NA,7,NA,19126,1606,9281,3829,2022-02-23 16:00:01
NA,8,NA,19119,3194,18656,10240,2022-02-23 16:00:01
NA,9,NA,19120,7918,39504,13093,2022-02-23 16:00:01
NA,10,NA,19128,4275,24513,12621,2022-02-23 16:00:01
NA,11,NA,19104,8692,32030,13067,2022-02-23 16:00:01
NA,12,NA,19127,866,3922,1844,2022-02-23 16:00:01
NA,13,NA,19149,9845,36535,11117,2022-02-23 16:00:01
NA,14,NA,19143,6461,37524,15081,2022-02-23 16:00:01
NA,15,NA,19146,6228,30256,14263,2022-02-23 16:00:01
NA,16,NA,19135,3351,18261,5708,2022-02-23 16:00:01
NA,17,NA,19109,12,16,6,2022-02-23 16:00:01
NA,18,NA,19151,2808,17471,7007,2022-02-23 16:00:01
NA,19,NA,19154,3085,20615,8832,2022-02-23 16:00:01
NA,20,NA,19132,3602,18219,6223,2022-02-23 16:00:01
NA,21,NA,19111,7181,40074,15541,2022-02-23 16:00:01
NA,22,NA,19114,3032,19241,8568,2022-02-23 16:00:01
NA,23,NA,19147,6651,29857,15509,2022-02-23 16:00:01
NA,24,NA,19139,4279,23537,8531,2022-02-23 16:00:01
NA,25,NA,19124,7375,37372,11437,2022-02-23 16:00:01
NA,26,NA,19142,3191,15993,4949,2022-02-23 16:00:01
NA,27,NA,19118,1328,6872,4149,2022-02-23 16:00:01
NA,28,NA,19122,2977,12895,4527,2022-02-23 16:00:01
NA,29,NA,19123,3271,11931,5094,2022-02-23 16:00:01
NA,30,NA,19130,5391,19863,9604,2022-02-23 16:00:01
NA,31,NA,19116,3169,19185,8310,2022-02-23 16:00:01
NA,32,NA,19112,23,336,10,2022-02-23 16:00:01
NA,33,NA,19129,1485,7286,3765,2022-02-23 16:00:01
NA,34,NA,19113,12,43,13,2022-02-23 16:00:01
NA,35,NA,19140,5942,28964,8983,2022-02-23 16:00:01
NA,36,NA,19134,6794,30997,9372,2022-02-23 16:00:01
NA,37,NA,19145,5677,31228,13206,2022-02-23 16:00:01
NA,38,NA,19121,4113,20236,6278,2022-02-23 16:00:01
NA,39,NA,19107,3249,11580,5468,2022-02-23 16:00:01
NA,40,NA,19150,2065,14655,6784,2022-02-23 16:00:01
NA,41,NA,19131,4096,23273,9143,2022-02-23 16:00:01
NA,42,NA,19102,1468,4291,2179,2022-02-23 16:00:01
NA,43,NA,19148,7384,37139,14979,2022-02-23 16:00:01
NA,44,NA,19115,3503,22201,9971,2022-02-23 16:00:01
NA,45,NA,19136,3771,20730,7620,2022-02-23 16:00:01
NA,46,NA,19103,5535,18436,10086,2022-02-23 16:00:01
NA,47,NA,19106,2431,8885,4989,2022-02-23 16:00:01
NA,48,NA,19141,2878,16058,5790,2022-02-23 16:00:01
NA,49,NA,19137,837,4434,1600,2022-02-23 16:00:01
