the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2832,18645,7592,2022-05-04 11:00:01
NA,2,NA,19125,3624,16736,8131,2022-05-04 11:00:01
NA,3,NA,19144,4310,24844,10679,2022-05-04 11:00:01
NA,4,NA,19152,4618,23362,9636,2022-05-04 11:00:01
NA,5,NA,19153,1062,7658,3302,2022-05-04 11:00:01
NA,6,NA,19133,3096,14458,4533,2022-05-04 11:00:01
NA,7,NA,19126,1506,9622,4233,2022-05-04 11:00:01
NA,8,NA,19119,3076,19048,10968,2022-05-04 11:00:01
NA,9,NA,19120,7567,40874,14442,2022-05-04 11:00:01
NA,10,NA,19128,4189,24800,13358,2022-05-04 11:00:01
NA,11,NA,19104,8490,31891,14142,2022-05-04 11:00:01
NA,12,NA,19127,878,3910,1953,2022-05-04 11:00:01
NA,13,NA,19149,9672,37895,12318,2022-05-04 11:00:01
NA,14,NA,19143,6154,38772,16453,2022-05-04 11:00:01
NA,15,NA,19146,6390,30607,15026,2022-05-04 11:00:01
NA,16,NA,19135,3171,18936,6288,2022-05-04 11:00:01
NA,17,NA,19109,10,21,8,2022-05-04 11:00:01
NA,18,NA,19151,2620,18165,7718,2022-05-04 11:00:01
NA,19,NA,19154,2964,21016,9365,2022-05-04 11:00:01
NA,20,NA,19132,3468,18985,6918,2022-05-04 11:00:01
NA,21,NA,19111,6920,41215,16813,2022-05-04 11:00:01
NA,22,NA,19114,2897,19712,9173,2022-05-04 11:00:01
NA,23,NA,19147,6486,30218,16277,2022-05-04 11:00:01
NA,24,NA,19139,4104,24417,9555,2022-05-04 11:00:01
NA,25,NA,19124,7048,38999,12855,2022-05-04 11:00:01
NA,26,NA,19142,3081,16767,5562,2022-05-04 11:00:01
NA,27,NA,19118,1265,6999,4394,2022-05-04 11:00:01
NA,28,NA,19122,2947,13092,4898,2022-05-04 11:00:01
NA,29,NA,19123,3214,11974,5389,2022-05-04 11:00:01
NA,30,NA,19130,5387,19936,10105,2022-05-04 11:00:01
NA,31,NA,19116,3092,19694,8956,2022-05-04 11:00:01
NA,32,NA,19112,25,337,10,2022-05-04 11:00:01
NA,33,NA,19129,1429,7392,3937,2022-05-04 11:00:01
NA,34,NA,19113,14,43,15,2022-05-04 11:00:01
NA,35,NA,19140,5672,30124,10104,2022-05-04 11:00:01
NA,36,NA,19134,6463,32297,10498,2022-05-04 11:00:01
NA,37,NA,19145,5527,31926,14302,2022-05-04 11:00:01
NA,38,NA,19121,4007,20724,6958,2022-05-04 11:00:01
NA,39,NA,19107,3263,11728,5838,2022-05-04 11:00:01
NA,40,NA,19150,1967,15080,7425,2022-05-04 11:00:01
NA,41,NA,19131,3902,24131,10144,2022-05-04 11:00:01
NA,42,NA,19102,1497,4349,2321,2022-05-04 11:00:01
NA,43,NA,19148,7192,37974,16223,2022-05-04 11:00:01
NA,44,NA,19115,3393,22741,10686,2022-05-04 11:00:01
NA,45,NA,19136,3625,21465,8312,2022-05-04 11:00:01
NA,46,NA,19103,5589,18820,10856,2022-05-04 11:00:01
NA,47,NA,19106,2372,8872,5211,2022-05-04 11:00:01
NA,48,NA,19141,2753,16784,6520,2022-05-04 11:00:01
NA,49,NA,19137,826,4552,1736,2022-05-04 11:00:01
