the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,3056,17678,6746,2022-02-16 19:14:38
NA,2,NA,19125,3645,16576,7592,2022-02-16 19:14:38
NA,3,NA,19144,4527,23795,9523,2022-02-16 19:14:38
NA,4,NA,19152,4799,22659,8804,2022-02-16 19:14:38
NA,5,NA,19153,1151,7364,2952,2022-02-16 19:14:38
NA,6,NA,19133,3105,13708,3815,2022-02-16 19:14:38
NA,7,NA,19126,1623,9192,3730,2022-02-16 19:14:38
NA,8,NA,19119,3216,18542,10093,2022-02-16 19:14:38
NA,9,NA,19120,8038,38999,12744,2022-02-16 19:14:38
NA,10,NA,19128,4300,24371,12378,2022-02-16 19:14:38
NA,11,NA,19104,8615,31868,12830,2022-02-16 19:14:38
NA,12,NA,19127,859,3913,1802,2022-02-16 19:14:38
NA,13,NA,19149,9920,36135,10823,2022-02-16 19:14:38
NA,14,NA,19143,6546,37069,14747,2022-02-16 19:14:38
NA,15,NA,19146,6232,30097,14076,2022-02-16 19:14:38
NA,16,NA,19135,3409,18064,5594,2022-02-16 19:14:38
NA,17,NA,19109,12,17,6,2022-02-16 19:14:38
NA,18,NA,19151,2840,17264,6834,2022-02-16 19:14:38
NA,19,NA,19154,3127,20465,8714,2022-02-16 19:14:38
NA,20,NA,19132,3620,17993,6086,2022-02-16 19:14:38
NA,21,NA,19111,7249,39718,15222,2022-02-16 19:14:38
NA,22,NA,19114,3076,19096,8462,2022-02-16 19:14:38
NA,23,NA,19147,6660,29756,15352,2022-02-16 19:14:38
NA,24,NA,19139,4370,23229,8323,2022-02-16 19:14:38
NA,25,NA,19124,7452,36909,11082,2022-02-16 19:14:38
NA,26,NA,19142,3232,15734,4774,2022-02-16 19:14:38
NA,27,NA,19118,1336,6861,4104,2022-02-16 19:14:38
NA,28,NA,19122,2746,12837,4299,2022-02-16 19:14:38
NA,29,NA,19123,3277,11856,4994,2022-02-16 19:14:38
NA,30,NA,19130,5385,19771,9430,2022-02-16 19:14:38
NA,31,NA,19116,3210,19025,8189,2022-02-16 19:14:38
NA,32,NA,19112,23,335,9,2022-02-16 19:14:38
NA,33,NA,19129,1489,7241,3697,2022-02-16 19:14:38
NA,34,NA,19113,12,43,13,2022-02-16 19:14:38
NA,35,NA,19140,6025,28610,8744,2022-02-16 19:14:38
NA,36,NA,19134,6802,30603,9111,2022-02-16 19:14:38
NA,37,NA,19145,5697,31007,12933,2022-02-16 19:14:38
NA,38,NA,19121,4002,20044,5865,2022-02-16 19:14:38
NA,39,NA,19107,3229,11568,5411,2022-02-16 19:14:38
NA,40,NA,19150,2112,14531,6666,2022-02-16 19:14:38
NA,41,NA,19131,4149,22970,8949,2022-02-16 19:14:38
NA,42,NA,19102,1456,4269,2136,2022-02-16 19:14:38
NA,43,NA,19148,7414,36886,14718,2022-02-16 19:14:38
NA,44,NA,19115,3532,22069,9843,2022-02-16 19:14:38
NA,45,NA,19136,3878,20531,7482,2022-02-16 19:14:38
NA,46,NA,19103,5492,18418,9953,2022-02-16 19:14:38
NA,47,NA,19106,2424,8875,4922,2022-02-16 19:14:38
NA,48,NA,19141,2928,15873,5664,2022-02-16 19:14:38
NA,49,NA,19137,847,4411,1573,2022-02-16 19:14:38
