the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19102,863,3634,2021-10-15 15:00:01
NA,2,NA,19103,3137,15763,2021-10-15 15:00:01
NA,3,NA,19104,4977,25941,2021-10-15 15:00:01
NA,4,NA,19106,1813,7288,2021-10-15 15:00:01
NA,5,NA,19107,2079,9917,2021-10-15 15:00:01
NA,6,NA,19111,5698,30000,2021-10-15 15:00:01
NA,7,NA,19114,2403,14927,2021-10-15 15:00:01
NA,8,NA,19115,2677,16914,2021-10-15 15:00:01
NA,9,NA,19116,2363,13831,2021-10-15 15:00:01
NA,10,NA,19118,761,4641,2021-10-15 15:00:01
NA,11,NA,19119,2507,13542,2021-10-15 15:00:01
NA,12,NA,19120,6402,28326,2021-10-15 15:00:01
NA,13,NA,19121,3221,15721,2021-10-15 15:00:01
NA,14,NA,19122,2054,10653,2021-10-15 15:00:01
NA,15,NA,19123,2354,9758,2021-10-15 15:00:01
NA,16,NA,19124,5832,27791,2021-10-15 15:00:01
NA,17,NA,19125,2376,13773,2021-10-15 15:00:01
NA,18,NA,19126,1343,6691,2021-10-15 15:00:01
NA,19,NA,19127,453,2829,2021-10-15 15:00:01
NA,20,NA,19128,3232,16826,2021-10-15 15:00:01
NA,21,NA,19129,1178,5360,2021-10-15 15:00:01
NA,22,NA,19130,3647,15856,2021-10-15 15:00:01
NA,23,NA,19131,3141,16072,2021-10-15 15:00:01
NA,24,NA,19132,3035,13043,2021-10-15 15:00:01
NA,25,NA,19133,2583,10319,2021-10-15 15:00:01
NA,26,NA,19134,5211,23592,2021-10-15 15:00:01
NA,27,NA,19135,2639,13703,2021-10-15 15:00:01
NA,28,NA,19136,2991,15905,2021-10-15 15:00:01
NA,29,NA,19137,807,3436,2021-10-15 15:00:01
NA,30,NA,19138,2626,12443,2021-10-15 15:00:01
NA,31,NA,19139,3475,16639,2021-10-15 15:00:01
NA,32,NA,19140,4801,21346,2021-10-15 15:00:01
NA,33,NA,19141,2512,11456,2021-10-15 15:00:01
NA,34,NA,19142,2500,10697,2021-10-15 15:00:01
NA,35,NA,19143,4984,27255,2021-10-15 15:00:01
NA,36,NA,19144,3721,17538,2021-10-15 15:00:01
NA,37,NA,19145,4402,25308,2021-10-15 15:00:01
NA,38,NA,19146,3658,24310,2021-10-15 15:00:01
NA,39,NA,19147,4075,24054,2021-10-15 15:00:01
NA,40,NA,19148,5579,30041,2021-10-15 15:00:01
NA,41,NA,19149,7162,27736,2021-10-15 15:00:01
NA,42,NA,19150,1788,10610,2021-10-15 15:00:01
NA,43,NA,19151,2146,11129,2021-10-15 15:00:01
NA,44,NA,19152,3609,17727,2021-10-15 15:00:01
NA,45,NA,19153,945,5145,2021-10-15 15:00:01
NA,46,NA,19154,2340,14828,2021-10-15 15:00:01
