the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,2493,11174,2021-08-17 15:00:02
NA,2,NA,19125,2336,13013,2021-08-17 15:00:02
NA,3,NA,19144,3604,15944,2021-08-17 15:00:02
NA,4,NA,19152,3676,16210,2021-08-17 15:00:02
NA,5,NA,19153,936,4663,2021-08-17 15:00:02
NA,6,NA,19133,2407,8951,2021-08-17 15:00:02
NA,7,NA,19126,1314,6150,2021-08-17 15:00:02
NA,8,NA,19119,2397,12806,2021-08-17 15:00:02
NA,9,NA,19120,6346,24707,2021-08-17 15:00:02
NA,10,NA,19128,3014,15830,2021-08-17 15:00:02
NA,11,NA,19104,4579,24493,2021-08-17 15:00:02
NA,12,NA,19127,435,2710,2021-08-17 15:00:02
NA,13,NA,19149,7455,24260,2021-08-17 15:00:02
NA,14,NA,19143,4728,24921,2021-08-17 15:00:02
NA,15,NA,19146,3370,22313,2021-08-17 15:00:02
NA,16,NA,19135,2724,12045,2021-08-17 15:00:02
NA,17,NA,19151,2106,9993,2021-08-17 15:00:02
NA,18,NA,19154,2398,13663,2021-08-17 15:00:02
NA,19,NA,19132,2771,11337,2021-08-17 15:00:02
NA,20,NA,19111,5937,26917,2021-08-17 15:00:02
NA,21,NA,19114,2419,13677,2021-08-17 15:00:02
NA,22,NA,19147,3933,22797,2021-08-17 15:00:02
NA,23,NA,19139,3138,14837,2021-08-17 15:00:02
NA,24,NA,19124,5781,24078,2021-08-17 15:00:02
NA,25,NA,19142,2376,9356,2021-08-17 15:00:02
NA,26,NA,19118,730,4519,2021-08-17 15:00:02
NA,27,NA,19122,1941,9285,2021-08-17 15:00:02
NA,28,NA,19123,2259,9110,2021-08-17 15:00:02
NA,29,NA,19130,2961,15048,2021-08-17 15:00:02
NA,30,NA,19116,2309,12619,2021-08-17 15:00:02
NA,31,NA,19129,1173,5117,2021-08-17 15:00:02
NA,32,NA,19140,4596,18771,2021-08-17 15:00:02
NA,33,NA,19134,4949,20847,2021-08-17 15:00:02
NA,34,NA,19145,4521,22991,2021-08-17 15:00:02
NA,35,NA,19121,2981,13351,2021-08-17 15:00:02
NA,36,NA,19107,1933,9590,2021-08-17 15:00:02
NA,37,NA,19150,1819,9736,2021-08-17 15:00:02
NA,38,NA,19131,2986,14664,2021-08-17 15:00:02
NA,39,NA,19102,745,3508,2021-08-17 15:00:02
NA,40,NA,19148,5905,27386,2021-08-17 15:00:02
NA,41,NA,19115,2777,15669,2021-08-17 15:00:02
NA,42,NA,19136,3120,14198,2021-08-17 15:00:02
NA,43,NA,19103,2604,15299,2021-08-17 15:00:02
NA,44,NA,19106,1597,7032,2021-08-17 15:00:02
NA,45,NA,19141,2371,10110,2021-08-17 15:00:02
NA,46,NA,19137,801,3057,2021-08-17 15:00:02
