the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2852,18325,7252,2022-03-21 19:06:31
NA,2,NA,19125,3637,16766,7895,2022-03-21 19:06:31
NA,3,NA,19144,4394,24485,10175,2022-03-21 19:06:31
NA,4,NA,19152,4628,23123,9246,2022-03-21 19:06:31
NA,5,NA,19153,1078,7547,3153,2022-03-21 19:06:31
NA,6,NA,19133,3064,14254,4242,2022-03-21 19:06:31
NA,7,NA,19126,1523,9454,4028,2022-03-21 19:06:31
NA,8,NA,19119,3167,18854,10633,2022-03-21 19:06:31
NA,9,NA,19120,7694,40141,13735,2022-03-21 19:06:31
NA,10,NA,19128,4251,24680,12898,2022-03-21 19:06:31
NA,11,NA,19104,8406,31672,13470,2022-03-21 19:06:31
NA,12,NA,19127,879,3949,1882,2022-03-21 19:06:31
NA,13,NA,19149,9739,37273,11715,2022-03-21 19:06:31
NA,14,NA,19143,6254,38297,15752,2022-03-21 19:06:31
NA,15,NA,19146,6386,30602,14628,2022-03-21 19:06:31
NA,16,NA,19135,3204,18684,5980,2022-03-21 19:06:31
NA,17,NA,19109,10,19,7,2022-03-21 19:06:31
NA,18,NA,19151,2680,17817,7329,2022-03-21 19:06:31
NA,19,NA,19154,3001,20819,9076,2022-03-21 19:06:31
NA,20,NA,19132,3470,18660,6576,2022-03-21 19:06:31
NA,21,NA,19111,7032,40631,16129,2022-03-21 19:06:31
NA,22,NA,19114,2976,19459,8813,2022-03-21 19:06:31
NA,23,NA,19147,6596,30084,15827,2022-03-21 19:06:31
NA,24,NA,19139,4157,24022,9034,2022-03-21 19:06:31
NA,25,NA,19124,7145,38346,12176,2022-03-21 19:06:31
NA,26,NA,19142,3105,16393,5229,2022-03-21 19:06:31
NA,27,NA,19118,1313,6902,4239,2022-03-21 19:06:31
NA,28,NA,19122,2927,13080,4704,2022-03-21 19:06:31
NA,29,NA,19123,3233,12053,5212,2022-03-21 19:06:31
NA,30,NA,19130,5410,19961,9790,2022-03-21 19:06:31
NA,31,NA,19116,3138,19378,8566,2022-03-21 19:06:31
NA,32,NA,19112,24,335,10,2022-03-21 19:06:31
NA,33,NA,19129,1458,7346,3842,2022-03-21 19:06:31
NA,34,NA,19113,13,46,15,2022-03-21 19:06:31
NA,35,NA,19140,5718,29677,9573,2022-03-21 19:06:31
NA,36,NA,19134,6495,31837,9953,2022-03-21 19:06:31
NA,37,NA,19145,5610,31566,13654,2022-03-21 19:06:31
NA,38,NA,19121,4017,20589,6599,2022-03-21 19:06:31
NA,39,NA,19107,3246,11678,5640,2022-03-21 19:06:31
NA,40,NA,19150,2008,14850,7073,2022-03-21 19:06:31
NA,41,NA,19131,3939,23738,9589,2022-03-21 19:06:31
NA,42,NA,19102,1494,4310,2225,2022-03-21 19:06:31
NA,43,NA,19148,7269,37624,15558,2022-03-21 19:06:31
NA,44,NA,19115,3421,22438,10295,2022-03-21 19:06:31
NA,45,NA,19136,3607,21168,7946,2022-03-21 19:06:31
NA,46,NA,19103,5689,18634,10347,2022-03-21 19:06:31
NA,47,NA,19106,2439,8925,5064,2022-03-21 19:06:31
NA,48,NA,19141,2762,16438,6124,2022-03-21 19:06:31
NA,49,NA,19137,817,4508,1660,2022-03-21 19:06:31
