the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,3316,14620,2022-01-18 16:00:01
NA,2,NA,19125,4542,14886,2022-01-18 16:00:01
NA,3,NA,19144,5163,20470,2022-01-18 16:00:01
NA,4,NA,19152,4866,19765,2022-01-18 16:00:01
NA,5,NA,19153,1246,5957,2022-01-18 16:00:01
NA,6,NA,19133,3355,12312,2022-01-18 16:00:01
NA,7,NA,19126,1812,7551,2022-01-18 16:00:01
NA,8,NA,19119,4147,15471,2022-01-18 16:00:01
NA,9,NA,19120,8329,33217,2022-01-18 16:00:01
NA,10,NA,19128,4788,18436,2022-01-18 16:00:01
NA,11,NA,19104,8634,27969,2022-01-18 16:00:01
NA,12,NA,19127,798,2976,2022-01-18 16:00:01
NA,13,NA,19149,9363,31765,2022-01-18 16:00:01
NA,14,NA,19143,7178,31357,2022-01-18 16:00:01
NA,15,NA,19146,6812,26635,2022-01-18 16:00:01
NA,16,NA,19135,3317,15787,2022-01-18 16:00:01
NA,17,NA,19151,2885,12754,2022-01-18 16:00:01
NA,18,NA,19154,3679,16511,2022-01-18 16:00:01
NA,19,NA,19132,3893,15898,2022-01-18 16:00:01
NA,20,NA,19111,7630,33766,2022-01-18 16:00:01
NA,21,NA,19114,3653,16407,2022-01-18 16:00:01
NA,22,NA,19147,7512,26490,2022-01-18 16:00:01
NA,23,NA,19139,4541,19695,2022-01-18 16:00:01
NA,24,NA,19124,7524,32504,2022-01-18 16:00:01
NA,25,NA,19142,3106,12774,2022-01-18 16:00:01
NA,26,NA,19118,1381,5057,2022-01-18 16:00:01
NA,27,NA,19122,2989,11672,2022-01-18 16:00:01
NA,28,NA,19123,3569,10570,2022-01-18 16:00:01
NA,29,NA,19130,5974,17175,2022-01-18 16:00:01
NA,30,NA,19116,3800,15225,2022-01-18 16:00:01
NA,31,NA,19129,1701,6103,2022-01-18 16:00:01
NA,32,NA,19140,6251,25473,2022-01-18 16:00:01
NA,33,NA,19134,6884,27490,2022-01-18 16:00:01
NA,34,NA,19145,6320,28251,2022-01-18 16:00:01
NA,35,NA,19121,4200,17959,2022-01-18 16:00:01
NA,36,NA,19107,3547,10490,2022-01-18 16:00:01
NA,37,NA,19150,2490,11797,2022-01-18 16:00:01
NA,38,NA,19131,4297,18296,2022-01-18 16:00:01
NA,39,NA,19102,1509,3720,2022-01-18 16:00:01
NA,40,NA,19148,8017,33413,2022-01-18 16:00:01
NA,41,NA,19115,4215,18457,2022-01-18 16:00:01
NA,42,NA,19136,3979,17920,2022-01-18 16:00:01
NA,43,NA,19103,6011,16301,2022-01-18 16:00:01
NA,44,NA,19106,2648,7770,2022-01-18 16:00:01
NA,45,NA,19141,3195,13633,2022-01-18 16:00:01
NA,46,NA,19137,931,3933,2022-01-18 16:00:01
