the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2855,19053,8049,2022-07-12 12:36:32
NA,2,NA,19125,3881,17001,8531,2022-07-12 12:36:32
NA,3,NA,19144,4409,25364,11375,2022-07-12 12:36:32
NA,4,NA,19152,4651,23777,10201,2022-07-12 12:36:32
NA,5,NA,19153,1087,7845,3466,2022-07-12 12:36:32
NA,6,NA,19133,3128,14737,4932,2022-07-12 12:36:32
NA,7,NA,19126,1501,9819,4444,2022-07-12 12:36:32
NA,8,NA,19119,3199,19487,11721,2022-07-12 12:36:32
NA,9,NA,19120,7691,41622,15302,2022-07-12 12:36:32
NA,10,NA,19128,4389,25820,14317,2022-07-12 12:36:32
NA,11,NA,19104,8727,32485,14942,2022-07-12 12:36:32
NA,12,NA,19127,923,4121,2098,2022-07-12 12:36:32
NA,13,NA,19149,9685,38636,13034,2022-07-12 12:36:32
NA,14,NA,19143,6378,39642,17551,2022-07-12 12:36:32
NA,15,NA,19146,6887,31234,15810,2022-07-12 12:36:32
NA,16,NA,19135,3171,19254,6661,2022-07-12 12:36:32
NA,17,NA,19109,9,28,11,2022-07-12 12:36:32
NA,18,NA,19151,2675,18672,8248,2022-07-12 12:36:32
NA,19,NA,19154,2935,21352,9795,2022-07-12 12:36:32
NA,20,NA,19132,3493,19361,7405,2022-07-12 12:36:32
NA,21,NA,19111,6994,42071,17758,2022-07-12 12:36:32
NA,22,NA,19114,2893,20013,9576,2022-07-12 12:36:32
NA,23,NA,19147,6956,30812,17207,2022-07-12 12:36:32
NA,24,NA,19139,4194,24971,10296,2022-07-12 12:36:32
NA,25,NA,19124,7150,39679,13643,2022-07-12 12:36:32
NA,26,NA,19142,3177,17208,5974,2022-07-12 12:36:32
NA,27,NA,19118,1274,7318,4767,2022-07-12 12:36:32
NA,28,NA,19122,2993,13337,5175,2022-07-12 12:36:32
NA,29,NA,19123,3405,12294,5725,2022-07-12 12:36:32
NA,30,NA,19130,5660,20362,10615,2022-07-12 12:36:32
NA,31,NA,19116,3134,20165,9473,2022-07-12 12:36:32
NA,32,NA,19112,36,337,10,2022-07-12 12:36:32
NA,33,NA,19129,1482,7598,4171,2022-07-12 12:36:32
NA,34,NA,19113,15,43,14,2022-07-12 12:36:32
NA,35,NA,19140,5692,30605,10757,2022-07-12 12:36:32
NA,36,NA,19134,6526,32839,11222,2022-07-12 12:36:32
NA,37,NA,19145,5618,32343,15027,2022-07-12 12:36:32
NA,38,NA,19121,4089,21024,7372,2022-07-12 12:36:32
NA,39,NA,19107,3315,11958,6132,2022-07-12 12:36:32
NA,40,NA,19150,2002,15409,7856,2022-07-12 12:36:32
NA,41,NA,19131,4062,24868,11006,2022-07-12 12:36:32
NA,42,NA,19102,1551,4482,2425,2022-07-12 12:36:32
NA,43,NA,19148,7422,38498,17055,2022-07-12 12:36:32
NA,44,NA,19115,3465,23250,11331,2022-07-12 12:36:32
NA,45,NA,19136,3676,21840,8761,2022-07-12 12:36:32
NA,46,NA,19103,5801,19232,11359,2022-07-12 12:36:32
NA,47,NA,19106,2461,9143,5475,2022-07-12 12:36:32
NA,48,NA,19141,2813,17185,6940,2022-07-12 12:36:32
NA,49,NA,19137,822,4604,1825,2022-07-12 12:36:32
