the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2871,18267,7185,2022-03-14 20:02:59
NA,2,NA,19125,3642,16742,7858,2022-03-14 20:02:59
NA,3,NA,19144,4403,24414,10114,2022-03-14 20:02:59
NA,4,NA,19152,4640,23072,9190,2022-03-14 20:02:59
NA,5,NA,19153,1094,7524,3123,2022-03-14 20:02:59
NA,6,NA,19133,3044,14223,4199,2022-03-14 20:02:59
NA,7,NA,19126,1524,9437,3990,2022-03-14 20:02:59
NA,8,NA,19119,3166,18827,10592,2022-03-14 20:02:59
NA,9,NA,19120,7725,40059,13635,2022-03-14 20:02:59
NA,10,NA,19128,4260,24641,12846,2022-03-14 20:02:59
NA,11,NA,19104,8371,31607,13354,2022-03-14 20:02:59
NA,12,NA,19127,873,3948,1880,2022-03-14 20:02:59
NA,13,NA,19149,9750,37199,11633,2022-03-14 20:02:59
NA,14,NA,19143,6312,38158,15624,2022-03-14 20:02:59
NA,15,NA,19146,6375,30559,14550,2022-03-14 20:02:59
NA,16,NA,19135,3231,18611,5934,2022-03-14 20:02:59
NA,17,NA,19109,10,20,7,2022-03-14 20:02:59
NA,18,NA,19151,2699,17756,7282,2022-03-14 20:02:59
NA,19,NA,19154,3007,20797,9044,2022-03-14 20:02:59
NA,20,NA,19132,3487,18595,6509,2022-03-14 20:02:59
NA,21,NA,19111,7031,40542,16007,2022-03-14 20:02:59
NA,22,NA,19114,2983,19424,8786,2022-03-14 20:02:59
NA,23,NA,19147,6598,30047,15767,2022-03-14 20:02:59
NA,24,NA,19139,4179,23958,8939,2022-03-14 20:02:59
NA,25,NA,19124,7169,38197,12045,2022-03-14 20:02:59
NA,26,NA,19142,3120,16328,5176,2022-03-14 20:02:59
NA,27,NA,19118,1317,6900,4228,2022-03-14 20:02:59
NA,28,NA,19122,2930,13065,4670,2022-03-14 20:02:59
NA,29,NA,19123,3242,12029,5176,2022-03-14 20:02:59
NA,30,NA,19130,5404,19947,9756,2022-03-14 20:02:59
NA,31,NA,19116,3129,19322,8502,2022-03-14 20:02:59
NA,32,NA,19112,24,336,10,2022-03-14 20:02:59
NA,33,NA,19129,1465,7332,3828,2022-03-14 20:02:59
NA,34,NA,19113,13,46,15,2022-03-14 20:02:59
NA,35,NA,19140,5730,29584,9491,2022-03-14 20:02:59
NA,36,NA,19134,6555,31687,9839,2022-03-14 20:02:59
NA,37,NA,19145,5615,31500,13530,2022-03-14 20:02:59
NA,38,NA,19121,4028,20554,6558,2022-03-14 20:02:59
NA,39,NA,19107,3241,11654,5613,2022-03-14 20:02:59
NA,40,NA,19150,2010,14822,7034,2022-03-14 20:02:59
NA,41,NA,19131,3945,23682,9511,2022-03-14 20:02:59
NA,42,NA,19102,1495,4304,2216,2022-03-14 20:02:59
NA,43,NA,19148,7282,37552,15433,2022-03-14 20:02:59
NA,44,NA,19115,3419,22400,10228,2022-03-14 20:02:59
NA,45,NA,19136,3636,21101,7887,2022-03-14 20:02:59
NA,46,NA,19103,5688,18629,10323,2022-03-14 20:02:59
NA,47,NA,19106,2443,8923,5046,2022-03-14 20:02:59
NA,48,NA,19141,2770,16383,6070,2022-03-14 20:02:59
NA,49,NA,19137,815,4512,1656,2022-03-14 20:02:59
