the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2846,18535,7497,2022-04-20 11:00:02
NA,2,NA,19125,3611,16695,8057,2022-04-20 11:00:02
NA,3,NA,19144,4329,24730,10510,2022-04-20 11:00:02
NA,4,NA,19152,4633,23273,9515,2022-04-20 11:00:02
NA,5,NA,19153,1068,7625,3271,2022-04-20 11:00:02
NA,6,NA,19133,3078,14400,4452,2022-04-20 11:00:02
NA,7,NA,19126,1515,9556,4144,2022-04-20 11:00:02
NA,8,NA,19119,3101,18932,10843,2022-04-20 11:00:02
NA,9,NA,19120,7630,40626,14227,2022-04-20 11:00:02
NA,10,NA,19128,4214,24683,13207,2022-04-20 11:00:02
NA,11,NA,19104,8481,31754,13938,2022-04-20 11:00:02
NA,12,NA,19127,873,3903,1940,2022-04-20 11:00:02
NA,13,NA,19149,9695,37736,12117,2022-04-20 11:00:02
NA,14,NA,19143,6177,38616,16225,2022-04-20 11:00:02
NA,15,NA,19146,6377,30486,14889,2022-04-20 11:00:02
NA,16,NA,19135,3176,18884,6191,2022-04-20 11:00:02
NA,17,NA,19109,10,21,8,2022-04-20 11:00:02
NA,18,NA,19151,2654,18054,7601,2022-04-20 11:00:02
NA,19,NA,19154,2973,20968,9253,2022-04-20 11:00:02
NA,20,NA,19132,3484,18867,6802,2022-04-20 11:00:02
NA,21,NA,19111,6943,41036,16594,2022-04-20 11:00:02
NA,22,NA,19114,2943,19641,9071,2022-04-20 11:00:02
NA,23,NA,19147,6512,30099,16145,2022-04-20 11:00:02
NA,24,NA,19139,4108,24302,9394,2022-04-20 11:00:02
NA,25,NA,19124,7062,38810,12658,2022-04-20 11:00:02
NA,26,NA,19142,3102,16657,5475,2022-04-20 11:00:02
NA,27,NA,19118,1304,6915,4322,2022-04-20 11:00:02
NA,28,NA,19122,2942,13058,4824,2022-04-20 11:00:02
NA,29,NA,19123,3220,11958,5337,2022-04-20 11:00:02
NA,30,NA,19130,5395,19875,10017,2022-04-20 11:00:02
NA,31,NA,19116,3115,19608,8833,2022-04-20 11:00:02
NA,32,NA,19112,25,337,10,2022-04-20 11:00:02
NA,33,NA,19129,1432,7376,3909,2022-04-20 11:00:02
NA,34,NA,19113,13,42,14,2022-04-20 11:00:02
NA,35,NA,19140,5667,30001,9927,2022-04-20 11:00:02
NA,36,NA,19134,6468,32157,10320,2022-04-20 11:00:02
NA,37,NA,19145,5570,31797,14120,2022-04-20 11:00:02
NA,38,NA,19121,4034,20648,6829,2022-04-20 11:00:02
NA,39,NA,19107,3268,11688,5787,2022-04-20 11:00:02
NA,40,NA,19150,2007,14994,7322,2022-04-20 11:00:02
NA,41,NA,19131,3926,24006,9969,2022-04-20 11:00:02
NA,42,NA,19102,1500,4316,2282,2022-04-20 11:00:02
NA,43,NA,19148,7214,37816,16030,2022-04-20 11:00:02
NA,44,NA,19115,3425,22635,10560,2022-04-20 11:00:02
NA,45,NA,19136,3658,21375,8194,2022-04-20 11:00:02
NA,46,NA,19103,5613,18709,10698,2022-04-20 11:00:02
NA,47,NA,19106,2395,8831,5166,2022-04-20 11:00:02
NA,48,NA,19141,2766,16673,6396,2022-04-20 11:00:02
NA,49,NA,19137,825,4539,1724,2022-04-20 11:00:02
