the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,2703,13743,2021-11-29 16:00:02
NA,2,NA,19125,3299,14027,2021-11-29 16:00:02
NA,3,NA,19144,4102,19122,2021-11-29 16:00:02
NA,4,NA,19152,3980,18937,2021-11-29 16:00:02
NA,5,NA,19153,1039,5583,2021-11-29 16:00:02
NA,6,NA,19133,2693,11549,2021-11-29 16:00:02
NA,7,NA,19126,1466,7236,2021-11-29 16:00:02
NA,8,NA,19119,3338,14325,2021-11-29 16:00:02
NA,9,NA,19120,6772,31248,2021-11-29 16:00:02
NA,10,NA,19128,4027,17465,2021-11-29 16:00:02
NA,11,NA,19104,5666,26812,2021-11-29 16:00:02
NA,12,NA,19127,614,2890,2021-11-29 16:00:02
NA,13,NA,19149,7591,29680,2021-11-29 16:00:02
NA,14,NA,19143,5686,29394,2021-11-29 16:00:02
NA,15,NA,19146,5284,25131,2021-11-29 16:00:02
NA,16,NA,19135,2746,14886,2021-11-29 16:00:02
NA,17,NA,19151,2313,12057,2021-11-29 16:00:02
NA,18,NA,19154,2898,15746,2021-11-29 16:00:02
NA,19,NA,19132,3078,14756,2021-11-29 16:00:02
NA,20,NA,19111,6341,32113,2021-11-29 16:00:02
NA,21,NA,19114,2938,15790,2021-11-29 16:00:02
NA,22,NA,19147,5902,24868,2021-11-29 16:00:02
NA,23,NA,19139,3755,18442,2021-11-29 16:00:02
NA,24,NA,19124,6150,30518,2021-11-29 16:00:02
NA,25,NA,19142,2620,11890,2021-11-29 16:00:02
NA,26,NA,19118,1146,4830,2021-11-29 16:00:02
NA,27,NA,19122,2329,11204,2021-11-29 16:00:02
NA,28,NA,19123,2935,10099,2021-11-29 16:00:02
NA,29,NA,19130,4812,16315,2021-11-29 16:00:02
NA,30,NA,19116,2982,14689,2021-11-29 16:00:02
NA,31,NA,19129,1385,5714,2021-11-29 16:00:02
NA,32,NA,19140,5070,23801,2021-11-29 16:00:02
NA,33,NA,19134,5655,25851,2021-11-29 16:00:02
NA,34,NA,19145,5112,26748,2021-11-29 16:00:02
NA,35,NA,19121,3456,17085,2021-11-29 16:00:02
NA,36,NA,19107,2743,10193,2021-11-29 16:00:02
NA,37,NA,19150,2056,11295,2021-11-29 16:00:02
NA,38,NA,19131,3491,17321,2021-11-29 16:00:02
NA,39,NA,19102,1145,3667,2021-11-29 16:00:02
NA,40,NA,19148,6444,31339,2021-11-29 16:00:02
NA,41,NA,19115,3305,17718,2021-11-29 16:00:02
NA,42,NA,19136,3293,17021,2021-11-29 16:00:02
NA,43,NA,19103,4590,15939,2021-11-29 16:00:02
NA,44,NA,19106,2359,7458,2021-11-29 16:00:02
NA,45,NA,19141,2647,12714,2021-11-29 16:00:02
NA,46,NA,19137,830,3723,2021-11-29 16:00:02
