the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2873,18392,7315,2022-03-26 15:00:01
NA,2,NA,19125,3630,16796,7924,2022-03-26 15:00:01
NA,3,NA,19144,4367,24559,10235,2022-03-26 15:00:01
NA,4,NA,19152,4634,23140,9268,2022-03-26 15:00:01
NA,5,NA,19153,1074,7558,3175,2022-03-26 15:00:01
NA,6,NA,19133,3076,14297,4295,2022-03-26 15:00:01
NA,7,NA,19126,1524,9485,4055,2022-03-26 15:00:01
NA,8,NA,19119,3159,18877,10665,2022-03-26 15:00:01
NA,9,NA,19120,7701,40277,13846,2022-03-26 15:00:01
NA,10,NA,19128,4255,24725,12964,2022-03-26 15:00:01
NA,11,NA,19104,8414,31749,13562,2022-03-26 15:00:01
NA,12,NA,19127,877,3959,1899,2022-03-26 15:00:01
NA,13,NA,19149,9715,37365,11784,2022-03-26 15:00:01
NA,14,NA,19143,6202,38447,15842,2022-03-26 15:00:01
NA,15,NA,19146,6400,30652,14687,2022-03-26 15:00:01
NA,16,NA,19135,3214,18723,6009,2022-03-26 15:00:01
NA,17,NA,19109,10,20,7,2022-03-26 15:00:01
NA,18,NA,19151,2659,17891,7402,2022-03-26 15:00:01
NA,19,NA,19154,3002,20848,9097,2022-03-26 15:00:01
NA,20,NA,19132,3473,18700,6630,2022-03-26 15:00:01
NA,21,NA,19111,7018,40702,16204,2022-03-26 15:00:01
NA,22,NA,19114,2978,19510,8857,2022-03-26 15:00:01
NA,23,NA,19147,6584,30131,15877,2022-03-26 15:00:01
NA,24,NA,19139,4122,24139,9120,2022-03-26 15:00:01
NA,25,NA,19124,7128,38449,12269,2022-03-26 15:00:01
NA,26,NA,19142,3082,16475,5290,2022-03-26 15:00:01
NA,27,NA,19118,1316,6914,4259,2022-03-26 15:00:01
NA,28,NA,19122,2936,13103,4733,2022-03-26 15:00:01
NA,29,NA,19123,3239,12060,5237,2022-03-26 15:00:01
NA,30,NA,19130,5417,19967,9812,2022-03-26 15:00:01
NA,31,NA,19116,3133,19431,8618,2022-03-26 15:00:01
NA,32,NA,19112,23,336,10,2022-03-26 15:00:01
NA,33,NA,19129,1458,7362,3858,2022-03-26 15:00:01
NA,34,NA,19113,13,45,15,2022-03-26 15:00:01
NA,35,NA,19140,5723,29737,9661,2022-03-26 15:00:01
NA,36,NA,19134,6485,31913,10045,2022-03-26 15:00:01
NA,37,NA,19145,5601,31610,13712,2022-03-26 15:00:01
NA,38,NA,19121,4043,20636,6655,2022-03-26 15:00:01
NA,39,NA,19107,3262,11684,5657,2022-03-26 15:00:01
NA,40,NA,19150,2005,14891,7134,2022-03-26 15:00:01
NA,41,NA,19131,3943,23824,9669,2022-03-26 15:00:01
NA,42,NA,19102,1494,4320,2230,2022-03-26 15:00:01
NA,43,NA,19148,7253,37698,15642,2022-03-26 15:00:01
NA,44,NA,19115,3427,22464,10325,2022-03-26 15:00:01
NA,45,NA,19136,3659,21188,7965,2022-03-26 15:00:01
NA,46,NA,19103,5688,18647,10371,2022-03-26 15:00:01
NA,47,NA,19106,2439,8934,5077,2022-03-26 15:00:01
NA,48,NA,19141,2763,16517,6180,2022-03-26 15:00:01
NA,49,NA,19137,827,4510,1663,2022-03-26 15:00:01
