the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2841,18862,7852,2022-06-13 11:00:01
NA,2,NA,19125,3635,16871,8353,2022-06-13 11:00:01
NA,3,NA,19144,4292,25112,11063,2022-06-13 11:00:01
NA,4,NA,19152,4608,23562,9953,2022-06-13 11:00:01
NA,5,NA,19153,1062,7750,3400,2022-06-13 11:00:01
NA,6,NA,19133,3113,14632,4798,2022-06-13 11:00:01
NA,7,NA,19126,1490,9717,4359,2022-06-13 11:00:01
NA,8,NA,19119,3047,19246,11365,2022-06-13 11:00:01
NA,9,NA,19120,7624,41295,14958,2022-06-13 11:00:01
NA,10,NA,19128,4154,25276,13847,2022-06-13 11:00:01
NA,11,NA,19104,8603,32215,14653,2022-06-13 11:00:01
NA,12,NA,19127,867,4016,2030,2022-06-13 11:00:01
NA,13,NA,19149,9623,38350,12760,2022-06-13 11:00:01
NA,14,NA,19143,6221,39261,17094,2022-06-13 11:00:01
NA,15,NA,19146,6430,30953,15504,2022-06-13 11:00:01
NA,16,NA,19135,3179,19116,6522,2022-06-13 11:00:01
NA,17,NA,19109,10,23,9,2022-06-13 11:00:01
NA,18,NA,19151,2635,18418,8010,2022-06-13 11:00:01
NA,19,NA,19154,2912,21173,9612,2022-06-13 11:00:01
NA,20,NA,19132,3473,19257,7248,2022-06-13 11:00:01
NA,21,NA,19111,6924,41711,17345,2022-06-13 11:00:01
NA,22,NA,19114,2879,19886,9400,2022-06-13 11:00:01
NA,23,NA,19147,6483,30558,16842,2022-06-13 11:00:01
NA,24,NA,19139,4111,24704,9980,2022-06-13 11:00:01
NA,25,NA,19124,7119,39401,13348,2022-06-13 11:00:01
NA,26,NA,19142,3139,16996,5801,2022-06-13 11:00:01
NA,27,NA,19118,1232,7150,4574,2022-06-13 11:00:01
NA,28,NA,19122,2931,13258,5087,2022-06-13 11:00:01
NA,29,NA,19123,3259,12124,5570,2022-06-13 11:00:01
NA,30,NA,19130,5420,20145,10407,2022-06-13 11:00:01
NA,31,NA,19116,3111,19887,9257,2022-06-13 11:00:01
NA,32,NA,19112,35,338,11,2022-06-13 11:00:01
NA,33,NA,19129,1426,7514,4080,2022-06-13 11:00:01
NA,34,NA,19113,15,42,14,2022-06-13 11:00:01
NA,35,NA,19140,5681,30454,10550,2022-06-13 11:00:01
NA,36,NA,19134,6465,32697,11029,2022-06-13 11:00:01
NA,37,NA,19145,5543,32177,14747,2022-06-13 11:00:01
NA,38,NA,19121,4036,20894,7226,2022-06-13 11:00:01
NA,39,NA,19107,3260,11882,6053,2022-06-13 11:00:01
NA,40,NA,19150,1949,15250,7698,2022-06-13 11:00:01
NA,41,NA,19131,3940,24452,10538,2022-06-13 11:00:01
NA,42,NA,19102,1501,4431,2378,2022-06-13 11:00:01
NA,43,NA,19148,7194,38298,16721,2022-06-13 11:00:01
NA,44,NA,19115,3409,22960,11017,2022-06-13 11:00:01
NA,45,NA,19136,3624,21660,8578,2022-06-13 11:00:01
NA,46,NA,19103,5626,19091,11211,2022-06-13 11:00:01
NA,47,NA,19106,2364,9003,5351,2022-06-13 11:00:01
NA,48,NA,19141,2758,16990,6775,2022-06-13 11:00:01
NA,49,NA,19137,817,4583,1794,2022-06-13 11:00:01
