the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2851,19084,8080,2022-07-18 16:01:11
NA,2,NA,19125,3917,17020,8559,2022-07-18 16:01:11
NA,3,NA,19144,4426,25418,11441,2022-07-18 16:01:11
NA,4,NA,19152,4662,23806,10249,2022-07-18 16:01:11
NA,5,NA,19153,1093,7856,3486,2022-07-18 16:01:11
NA,6,NA,19133,3144,14746,4962,2022-07-18 16:01:11
NA,7,NA,19126,1530,9852,4511,2022-07-18 16:01:11
NA,8,NA,19119,3232,19509,11765,2022-07-18 16:01:11
NA,9,NA,19120,7704,41696,15398,2022-07-18 16:01:11
NA,10,NA,19128,4451,25852,14365,2022-07-18 16:01:11
NA,11,NA,19104,8756,32525,15003,2022-07-18 16:01:11
NA,12,NA,19127,933,4125,2102,2022-07-18 16:01:11
NA,13,NA,19149,9717,38692,13098,2022-07-18 16:01:11
NA,14,NA,19143,6413,39703,17652,2022-07-18 16:01:11
NA,15,NA,19146,6972,31294,15879,2022-07-18 16:01:11
NA,16,NA,19135,3172,19270,6696,2022-07-18 16:01:11
NA,17,NA,19109,9,27,10,2022-07-18 16:01:11
NA,18,NA,19151,2682,18704,8295,2022-07-18 16:01:11
NA,19,NA,19154,2943,21363,9824,2022-07-18 16:01:11
NA,20,NA,19132,3502,19388,7436,2022-07-18 16:01:11
NA,21,NA,19111,7028,42119,17845,2022-07-18 16:01:11
NA,22,NA,19114,2894,20037,9608,2022-07-18 16:01:11
NA,23,NA,19147,7056,30849,17269,2022-07-18 16:01:11
NA,24,NA,19139,4203,25000,10340,2022-07-18 16:01:11
NA,25,NA,19124,7182,39706,13712,2022-07-18 16:01:11
NA,26,NA,19142,3182,17257,6022,2022-07-18 16:01:11
NA,27,NA,19118,1271,7329,4791,2022-07-18 16:01:11
NA,28,NA,19122,3017,13336,5186,2022-07-18 16:01:11
NA,29,NA,19123,3412,12314,5762,2022-07-18 16:01:11
NA,30,NA,19130,5697,20385,10653,2022-07-18 16:01:11
NA,31,NA,19116,3132,20173,9498,2022-07-18 16:01:11
NA,32,NA,19112,36,336,9,2022-07-18 16:01:11
NA,33,NA,19129,1493,7602,4183,2022-07-18 16:01:11
NA,34,NA,19113,15,43,14,2022-07-18 16:01:11
NA,35,NA,19140,5696,30645,10819,2022-07-18 16:01:11
NA,36,NA,19134,6535,32872,11268,2022-07-18 16:01:11
NA,37,NA,19145,5667,32391,15105,2022-07-18 16:01:11
NA,38,NA,19121,4107,21031,7396,2022-07-18 16:01:11
NA,39,NA,19107,3328,11961,6145,2022-07-18 16:01:11
NA,40,NA,19150,1990,15445,7897,2022-07-18 16:01:11
NA,41,NA,19131,4093,24909,11061,2022-07-18 16:01:11
NA,42,NA,19102,1557,4491,2431,2022-07-18 16:01:11
NA,43,NA,19148,7442,38534,17111,2022-07-18 16:01:11
NA,44,NA,19115,3469,23288,11376,2022-07-18 16:01:11
NA,45,NA,19136,3688,21877,8813,2022-07-18 16:01:11
NA,46,NA,19103,5814,19255,11379,2022-07-18 16:01:11
NA,47,NA,19106,2484,9164,5493,2022-07-18 16:01:11
NA,48,NA,19141,2814,17218,6975,2022-07-18 16:01:11
NA,49,NA,19137,821,4604,1829,2022-07-18 16:01:11
