the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,3255,14337,2022-01-10 16:00:01
NA,2,NA,19125,4488,14415,2022-01-10 16:00:01
NA,3,NA,19144,5053,19963,2022-01-10 16:00:01
NA,4,NA,19152,4812,19453,2022-01-10 16:00:01
NA,5,NA,19153,1214,5792,2022-01-10 16:00:01
NA,6,NA,19133,3285,12051,2022-01-10 16:00:01
NA,7,NA,19126,1757,7434,2022-01-10 16:00:01
NA,8,NA,19119,4094,14811,2022-01-10 16:00:01
NA,9,NA,19120,8142,32615,2022-01-10 16:00:01
NA,10,NA,19128,4750,18090,2022-01-10 16:00:01
NA,11,NA,19104,8503,27533,2022-01-10 16:00:01
NA,12,NA,19127,782,2947,2022-01-10 16:00:01
NA,13,NA,19149,9202,30940,2022-01-10 16:00:01
NA,14,NA,19143,6976,30501,2022-01-10 16:00:01
NA,15,NA,19146,6719,25853,2022-01-10 16:00:01
NA,16,NA,19135,3243,15477,2022-01-10 16:00:01
NA,17,NA,19151,2801,12467,2022-01-10 16:00:01
NA,18,NA,19154,3616,16255,2022-01-10 16:00:01
NA,19,NA,19132,3784,15600,2022-01-10 16:00:01
NA,20,NA,19111,7494,33162,2022-01-10 16:00:01
NA,21,NA,19114,3581,16211,2022-01-10 16:00:01
NA,22,NA,19147,7425,25361,2022-01-10 16:00:01
NA,23,NA,19139,4432,19196,2022-01-10 16:00:01
NA,24,NA,19124,7331,31824,2022-01-10 16:00:01
NA,25,NA,19142,3034,12382,2022-01-10 16:00:01
NA,26,NA,19118,1365,4910,2022-01-10 16:00:01
NA,27,NA,19122,2936,11512,2022-01-10 16:00:01
NA,28,NA,19123,3503,10367,2022-01-10 16:00:01
NA,29,NA,19130,5927,16834,2022-01-10 16:00:01
NA,30,NA,19116,3748,15090,2022-01-10 16:00:01
NA,31,NA,19129,1702,5931,2022-01-10 16:00:01
NA,32,NA,19140,6130,24970,2022-01-10 16:00:01
NA,33,NA,19134,6717,26909,2022-01-10 16:00:01
NA,34,NA,19145,6182,27540,2022-01-10 16:00:01
NA,35,NA,19121,4127,17701,2022-01-10 16:00:01
NA,36,NA,19107,3495,10332,2022-01-10 16:00:01
NA,37,NA,19150,2413,11634,2022-01-10 16:00:01
NA,38,NA,19131,4203,17948,2022-01-10 16:00:01
NA,39,NA,19102,1486,3694,2022-01-10 16:00:01
NA,40,NA,19148,7805,32255,2022-01-10 16:00:01
NA,41,NA,19115,4154,18194,2022-01-10 16:00:01
NA,42,NA,19136,3910,17578,2022-01-10 16:00:01
NA,43,NA,19103,5954,16078,2022-01-10 16:00:01
NA,44,NA,19106,2634,7620,2022-01-10 16:00:01
NA,45,NA,19141,3120,13411,2022-01-10 16:00:01
NA,46,NA,19137,917,3861,2022-01-10 16:00:01
