the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2890,18208,7145,2022-03-08 16:00:02
NA,2,NA,19125,3652,16713,7830,2022-03-08 16:00:02
NA,3,NA,19144,4412,24363,10064,2022-03-08 16:00:02
NA,4,NA,19152,4645,23025,9136,2022-03-08 16:00:02
NA,5,NA,19153,1101,7509,3110,2022-03-08 16:00:02
NA,6,NA,19133,3033,14170,4174,2022-03-08 16:00:02
NA,7,NA,19126,1546,9420,3969,2022-03-08 16:00:02
NA,8,NA,19119,3173,18811,10561,2022-03-08 16:00:02
NA,9,NA,19120,7768,39905,13534,2022-03-08 16:00:02
NA,10,NA,19128,4258,24621,12811,2022-03-08 16:00:02
NA,11,NA,19104,8339,31560,13265,2022-03-08 16:00:02
NA,12,NA,19127,869,3941,1870,2022-03-08 16:00:02
NA,13,NA,19149,9765,37052,11524,2022-03-08 16:00:02
NA,14,NA,19143,6350,38016,15527,2022-03-08 16:00:02
NA,15,NA,19146,6344,30528,14502,2022-03-08 16:00:02
NA,16,NA,19135,3235,18538,5884,2022-03-08 16:00:02
NA,17,NA,19109,10,19,7,2022-03-08 16:00:02
NA,18,NA,19151,2712,17709,7242,2022-03-08 16:00:02
NA,19,NA,19154,3016,20765,8998,2022-03-08 16:00:02
NA,20,NA,19132,3481,18538,6459,2022-03-08 16:00:02
NA,21,NA,19111,7038,40453,15897,2022-03-08 16:00:02
NA,22,NA,19114,2977,19416,8757,2022-03-08 16:00:02
NA,23,NA,19147,6595,30019,15717,2022-03-08 16:00:02
NA,24,NA,19139,4178,23871,8853,2022-03-08 16:00:02
NA,25,NA,19124,7216,38006,11931,2022-03-08 16:00:02
NA,26,NA,19142,3143,16238,5138,2022-03-08 16:00:02
NA,27,NA,19118,1318,6895,4219,2022-03-08 16:00:02
NA,28,NA,19122,2945,13024,4641,2022-03-08 16:00:02
NA,29,NA,19123,3253,11992,5154,2022-03-08 16:00:02
NA,30,NA,19130,5395,19928,9726,2022-03-08 16:00:02
NA,31,NA,19116,3122,19311,8462,2022-03-08 16:00:02
NA,32,NA,19112,24,336,10,2022-03-08 16:00:02
NA,33,NA,19129,1465,7326,3817,2022-03-08 16:00:02
NA,34,NA,19113,13,45,15,2022-03-08 16:00:02
NA,35,NA,19140,5753,29469,9410,2022-03-08 16:00:02
NA,36,NA,19134,6609,31531,9721,2022-03-08 16:00:02
NA,37,NA,19145,5637,31442,13456,2022-03-08 16:00:02
NA,38,NA,19121,4049,20474,6504,2022-03-08 16:00:02
NA,39,NA,19107,3245,11643,5592,2022-03-08 16:00:02
NA,40,NA,19150,2017,14804,7005,2022-03-08 16:00:02
NA,41,NA,19131,3947,23623,9452,2022-03-08 16:00:02
NA,42,NA,19102,1496,4292,2208,2022-03-08 16:00:02
NA,43,NA,19148,7277,37472,15330,2022-03-08 16:00:02
NA,44,NA,19115,3433,22363,10180,2022-03-08 16:00:02
NA,45,NA,19136,3665,21025,7830,2022-03-08 16:00:02
NA,46,NA,19103,5678,18614,10286,2022-03-08 16:00:02
NA,47,NA,19106,2443,8909,5031,2022-03-08 16:00:02
NA,48,NA,19141,2774,16339,6019,2022-03-08 16:00:02
NA,49,NA,19137,811,4490,1633,2022-03-08 16:00:02
