the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,2440,11106,2021-08-13 15:00:03
NA,2,NA,19125,2323,12952,2021-08-13 15:00:03
NA,3,NA,19144,3574,15839,2021-08-13 15:00:03
NA,4,NA,19152,3609,16120,2021-08-13 15:00:03
NA,5,NA,19153,938,4630,2021-08-13 15:00:03
NA,6,NA,19133,2369,8864,2021-08-13 15:00:03
NA,7,NA,19126,1309,6099,2021-08-13 15:00:03
NA,8,NA,19119,2387,12767,2021-08-13 15:00:03
NA,9,NA,19120,6244,24531,2021-08-13 15:00:03
NA,10,NA,19128,2993,15771,2021-08-13 15:00:03
NA,11,NA,19104,4518,24416,2021-08-13 15:00:03
NA,12,NA,19127,437,2701,2021-08-13 15:00:03
NA,13,NA,19149,7354,24048,2021-08-13 15:00:03
NA,14,NA,19143,4663,24805,2021-08-13 15:00:03
NA,15,NA,19146,3329,22240,2021-08-13 15:00:03
NA,16,NA,19135,2689,11934,2021-08-13 15:00:03
NA,17,NA,19151,2082,9930,2021-08-13 15:00:03
NA,18,NA,19154,2363,13580,2021-08-13 15:00:03
NA,19,NA,19132,2702,11263,2021-08-13 15:00:03
NA,20,NA,19111,5876,26701,2021-08-13 15:00:03
NA,21,NA,19114,2379,13609,2021-08-13 15:00:03
NA,22,NA,19147,3873,22720,2021-08-13 15:00:03
NA,23,NA,19139,3091,14744,2021-08-13 15:00:03
NA,24,NA,19124,5692,23851,2021-08-13 15:00:03
NA,25,NA,19142,2348,9276,2021-08-13 15:00:03
NA,26,NA,19118,728,4507,2021-08-13 15:00:03
NA,27,NA,19122,1909,9228,2021-08-13 15:00:03
NA,28,NA,19123,2233,9076,2021-08-13 15:00:03
NA,29,NA,19130,2914,15009,2021-08-13 15:00:03
NA,30,NA,19116,2272,12545,2021-08-13 15:00:03
NA,31,NA,19129,1184,5095,2021-08-13 15:00:03
NA,32,NA,19140,4504,18621,2021-08-13 15:00:03
NA,33,NA,19134,4833,20695,2021-08-13 15:00:03
NA,34,NA,19145,4459,22874,2021-08-13 15:00:03
NA,35,NA,19121,2905,13268,2021-08-13 15:00:03
NA,36,NA,19107,1909,9555,2021-08-13 15:00:03
NA,37,NA,19150,1815,9661,2021-08-13 15:00:03
NA,38,NA,19131,2951,14611,2021-08-13 15:00:03
NA,39,NA,19102,735,3505,2021-08-13 15:00:03
NA,40,NA,19148,5821,27217,2021-08-13 15:00:03
NA,41,NA,19115,2731,15584,2021-08-13 15:00:03
NA,42,NA,19136,3058,14107,2021-08-13 15:00:03
NA,43,NA,19103,2584,15267,2021-08-13 15:00:03
NA,44,NA,19106,1582,7025,2021-08-13 15:00:03
NA,45,NA,19141,2334,10036,2021-08-13 15:00:03
NA,46,NA,19137,776,3042,2021-08-13 15:00:03
