the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,2606,12212,2021-09-30 15:00:01
NA,2,NA,19125,2334,13698,2021-09-30 15:00:01
NA,3,NA,19144,3693,17307,2021-09-30 15:00:01
NA,4,NA,19152,3558,17494,2021-09-30 15:00:01
NA,5,NA,19153,939,5068,2021-09-30 15:00:01
NA,6,NA,19133,2552,10016,2021-09-30 15:00:01
NA,7,NA,19126,1367,6587,2021-09-30 15:00:01
NA,8,NA,19119,2421,13392,2021-09-30 15:00:01
NA,9,NA,19120,6471,27696,2021-09-30 15:00:01
NA,10,NA,19128,3114,16702,2021-09-30 15:00:01
NA,11,NA,19104,5049,25679,2021-09-30 15:00:01
NA,12,NA,19127,448,2799,2021-09-30 15:00:01
NA,13,NA,19149,7171,27194,2021-09-30 15:00:01
NA,14,NA,19143,5019,26814,2021-09-30 15:00:01
NA,15,NA,19146,3565,24049,2021-09-30 15:00:01
NA,16,NA,19135,2696,13429,2021-09-30 15:00:01
NA,17,NA,19151,2140,10906,2021-09-30 15:00:01
NA,18,NA,19154,2345,14664,2021-09-30 15:00:01
NA,19,NA,19132,3024,12733,2021-09-30 15:00:01
NA,20,NA,19111,5642,29522,2021-09-30 15:00:01
NA,21,NA,19114,2322,14752,2021-09-30 15:00:01
NA,22,NA,19147,4010,23873,2021-09-30 15:00:01
NA,23,NA,19139,3478,16237,2021-09-30 15:00:01
NA,24,NA,19124,5857,27062,2021-09-30 15:00:01
NA,25,NA,19142,2448,10489,2021-09-30 15:00:01
NA,26,NA,19118,741,4634,2021-09-30 15:00:01
NA,27,NA,19122,2086,10496,2021-09-30 15:00:01
NA,28,NA,19123,2325,9726,2021-09-30 15:00:01
NA,29,NA,19130,3701,15795,2021-09-30 15:00:01
NA,30,NA,19116,2269,13629,2021-09-30 15:00:01
NA,31,NA,19129,1184,5334,2021-09-30 15:00:01
NA,32,NA,19140,4740,20842,2021-09-30 15:00:01
NA,33,NA,19134,5212,23105,2021-09-30 15:00:01
NA,34,NA,19145,4401,24950,2021-09-30 15:00:01
NA,35,NA,19121,3204,15458,2021-09-30 15:00:01
NA,36,NA,19107,2005,9905,2021-09-30 15:00:01
NA,37,NA,19150,1770,10441,2021-09-30 15:00:01
NA,38,NA,19131,3136,15799,2021-09-30 15:00:01
NA,39,NA,19102,807,3638,2021-09-30 15:00:01
NA,40,NA,19148,5603,29692,2021-09-30 15:00:01
NA,41,NA,19115,2624,16770,2021-09-30 15:00:01
NA,42,NA,19136,2958,15622,2021-09-30 15:00:01
NA,43,NA,19103,3041,15749,2021-09-30 15:00:01
NA,44,NA,19106,1758,7255,2021-09-30 15:00:01
NA,45,NA,19141,2482,11221,2021-09-30 15:00:01
NA,46,NA,19137,810,3402,2021-09-30 15:00:01
