the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2868,18406,7327,2022-03-28 15:00:03
NA,2,NA,19125,3631,16798,7932,2022-03-28 15:00:03
NA,3,NA,19144,4365,24579,10259,2022-03-28 15:00:03
NA,4,NA,19152,4640,23148,9294,2022-03-28 15:00:03
NA,5,NA,19153,1074,7562,3181,2022-03-28 15:00:03
NA,6,NA,19133,3081,14305,4309,2022-03-28 15:00:03
NA,7,NA,19126,1521,9491,4061,2022-03-28 15:00:03
NA,8,NA,19119,3160,18887,10674,2022-03-28 15:00:03
NA,9,NA,19120,7696,40306,13877,2022-03-28 15:00:03
NA,10,NA,19128,4256,24731,12976,2022-03-28 15:00:03
NA,11,NA,19104,8423,31761,13588,2022-03-28 15:00:03
NA,12,NA,19127,877,3956,1897,2022-03-28 15:00:03
NA,13,NA,19149,9699,37391,11823,2022-03-28 15:00:03
NA,14,NA,19143,6199,38467,15869,2022-03-28 15:00:03
NA,15,NA,19146,6397,30664,14698,2022-03-28 15:00:03
NA,16,NA,19135,3213,18739,6035,2022-03-28 15:00:03
NA,17,NA,19109,10,20,7,2022-03-28 15:00:03
NA,18,NA,19151,2655,17908,7413,2022-03-28 15:00:03
NA,19,NA,19154,3000,20853,9105,2022-03-28 15:00:03
NA,20,NA,19132,3484,18706,6636,2022-03-28 15:00:03
NA,21,NA,19111,7005,40729,16247,2022-03-28 15:00:03
NA,22,NA,19114,2977,19519,8870,2022-03-28 15:00:03
NA,23,NA,19147,6583,30144,15900,2022-03-28 15:00:03
NA,24,NA,19139,4121,24151,9144,2022-03-28 15:00:03
NA,25,NA,19124,7127,38479,12310,2022-03-28 15:00:03
NA,26,NA,19142,3080,16499,5305,2022-03-28 15:00:03
NA,27,NA,19118,1315,6914,4261,2022-03-28 15:00:03
NA,28,NA,19122,2930,13109,4736,2022-03-28 15:00:03
NA,29,NA,19123,3243,12066,5248,2022-03-28 15:00:03
NA,30,NA,19130,5418,19961,9816,2022-03-28 15:00:03
NA,31,NA,19116,3134,19435,8632,2022-03-28 15:00:03
NA,32,NA,19112,23,336,10,2022-03-28 15:00:03
NA,33,NA,19129,1457,7364,3861,2022-03-28 15:00:03
NA,34,NA,19113,13,44,14,2022-03-28 15:00:03
NA,35,NA,19140,5713,29757,9672,2022-03-28 15:00:03
NA,36,NA,19134,6475,31958,10071,2022-03-28 15:00:03
NA,37,NA,19145,5593,31637,13748,2022-03-28 15:00:03
NA,38,NA,19121,4045,20644,6667,2022-03-28 15:00:03
NA,39,NA,19107,3261,11687,5665,2022-03-28 15:00:03
NA,40,NA,19150,2004,14900,7146,2022-03-28 15:00:03
NA,41,NA,19131,3934,23838,9691,2022-03-28 15:00:03
NA,42,NA,19102,1497,4319,2229,2022-03-28 15:00:03
NA,43,NA,19148,7251,37713,15682,2022-03-28 15:00:03
NA,44,NA,19115,3424,22479,10342,2022-03-28 15:00:03
NA,45,NA,19136,3671,21204,7979,2022-03-28 15:00:03
NA,46,NA,19103,5692,18650,10388,2022-03-28 15:00:03
NA,47,NA,19106,2438,8934,5078,2022-03-28 15:00:03
NA,48,NA,19141,2775,16550,6210,2022-03-28 15:00:03
NA,49,NA,19137,824,4514,1671,2022-03-28 15:00:03
