the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,3038,17771,6801,2022-02-20 16:00:01
NA,2,NA,19125,3649,16600,7634,2022-02-20 16:00:01
NA,3,NA,19144,4517,23878,9600,2022-02-20 16:00:01
NA,4,NA,19152,4772,22737,8870,2022-02-20 16:00:01
NA,5,NA,19153,1140,7387,2978,2022-02-20 16:00:01
NA,6,NA,19133,3106,13801,3864,2022-02-20 16:00:01
NA,7,NA,19126,1614,9221,3755,2022-02-20 16:00:01
NA,8,NA,19119,3201,18582,10128,2022-02-20 16:00:01
NA,9,NA,19120,8039,39200,12866,2022-02-20 16:00:01
NA,10,NA,19128,4298,24410,12462,2022-02-20 16:00:01
NA,11,NA,19104,8669,31945,12932,2022-02-20 16:00:01
NA,12,NA,19127,862,3911,1817,2022-02-20 16:00:01
NA,13,NA,19149,9895,36314,10947,2022-02-20 16:00:01
NA,14,NA,19143,6501,37252,14861,2022-02-20 16:00:01
NA,15,NA,19146,6221,30167,14152,2022-02-20 16:00:01
NA,16,NA,19135,3388,18143,5628,2022-02-20 16:00:01
NA,17,NA,19109,12,16,6,2022-02-20 16:00:01
NA,18,NA,19151,2837,17321,6884,2022-02-20 16:00:01
NA,19,NA,19154,3118,20493,8741,2022-02-20 16:00:01
NA,20,NA,19132,3604,18098,6129,2022-02-20 16:00:01
NA,21,NA,19111,7239,39856,15339,2022-02-20 16:00:01
NA,22,NA,19114,3069,19141,8513,2022-02-20 16:00:01
NA,23,NA,19147,6656,29799,15419,2022-02-20 16:00:01
NA,24,NA,19139,4351,23352,8401,2022-02-20 16:00:01
NA,25,NA,19124,7419,37147,11239,2022-02-20 16:00:01
NA,26,NA,19142,3222,15839,4852,2022-02-20 16:00:01
NA,27,NA,19118,1328,6865,4112,2022-02-20 16:00:01
NA,28,NA,19122,2748,12880,4327,2022-02-20 16:00:01
NA,29,NA,19123,3273,11884,5044,2022-02-20 16:00:01
NA,30,NA,19130,5383,19791,9480,2022-02-20 16:00:01
NA,31,NA,19116,3200,19055,8203,2022-02-20 16:00:01
NA,32,NA,19112,23,335,9,2022-02-20 16:00:01
NA,33,NA,19129,1491,7246,3715,2022-02-20 16:00:01
NA,34,NA,19113,12,43,13,2022-02-20 16:00:01
NA,35,NA,19140,5980,28770,8838,2022-02-20 16:00:01
NA,36,NA,19134,6841,30775,9219,2022-02-20 16:00:01
NA,37,NA,19145,5685,31107,13059,2022-02-20 16:00:01
NA,38,NA,19121,3951,20149,5915,2022-02-20 16:00:01
NA,39,NA,19107,3241,11571,5440,2022-02-20 16:00:01
NA,40,NA,19150,2091,14574,6699,2022-02-20 16:00:01
NA,41,NA,19131,4145,23057,9002,2022-02-20 16:00:01
NA,42,NA,19102,1463,4277,2157,2022-02-20 16:00:01
NA,43,NA,19148,7400,36977,14830,2022-02-20 16:00:01
NA,44,NA,19115,3514,22112,9871,2022-02-20 16:00:01
NA,45,NA,19136,3846,20590,7545,2022-02-20 16:00:01
NA,46,NA,19103,5512,18432,10012,2022-02-20 16:00:01
NA,47,NA,19106,2427,8877,4963,2022-02-20 16:00:01
NA,48,NA,19141,2901,15947,5700,2022-02-20 16:00:01
NA,49,NA,19137,851,4412,1581,2022-02-20 16:00:01
