the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2847,18504,7457,2022-04-14 11:00:03
NA,2,NA,19125,3611,16717,8004,2022-04-14 11:00:03
NA,3,NA,19144,4332,24718,10448,2022-04-14 11:00:03
NA,4,NA,19152,4627,23250,9443,2022-04-14 11:00:03
NA,5,NA,19153,1067,7600,3245,2022-04-14 11:00:03
NA,6,NA,19133,3064,14379,4408,2022-04-14 11:00:03
NA,7,NA,19126,1511,9540,4123,2022-04-14 11:00:03
NA,8,NA,19119,3105,18928,10789,2022-04-14 11:00:03
NA,9,NA,19120,7618,40554,14119,2022-04-14 11:00:03
NA,10,NA,19128,4234,24805,13156,2022-04-14 11:00:03
NA,11,NA,19104,8483,31879,13840,2022-04-14 11:00:03
NA,12,NA,19127,873,3955,1934,2022-04-14 11:00:03
NA,13,NA,19149,9695,37657,12029,2022-04-14 11:00:03
NA,14,NA,19143,6179,38658,16134,2022-04-14 11:00:03
NA,15,NA,19146,6381,30741,14846,2022-04-14 11:00:03
NA,16,NA,19135,3193,18848,6132,2022-04-14 11:00:03
NA,17,NA,19109,10,21,8,2022-04-14 11:00:03
NA,18,NA,19151,2658,18023,7554,2022-04-14 11:00:03
NA,19,NA,19154,2977,20943,9206,2022-04-14 11:00:03
NA,20,NA,19132,3466,18835,6737,2022-04-14 11:00:03
NA,21,NA,19111,6954,40950,16497,2022-04-14 11:00:03
NA,22,NA,19114,2948,19610,9003,2022-04-14 11:00:03
NA,23,NA,19147,6526,30164,16086,2022-04-14 11:00:03
NA,24,NA,19139,4105,24305,9324,2022-04-14 11:00:03
NA,25,NA,19124,7064,38737,12548,2022-04-14 11:00:03
NA,26,NA,19142,3096,16625,5433,2022-04-14 11:00:03
NA,27,NA,19118,1316,6908,4312,2022-04-14 11:00:03
NA,28,NA,19122,2937,13107,4791,2022-04-14 11:00:03
NA,29,NA,19123,3238,12109,5317,2022-04-14 11:00:03
NA,30,NA,19130,5393,19957,9962,2022-04-14 11:00:03
NA,31,NA,19116,3140,19572,8781,2022-04-14 11:00:03
NA,32,NA,19112,25,337,10,2022-04-14 11:00:03
NA,33,NA,19129,1451,7386,3893,2022-04-14 11:00:03
NA,34,NA,19113,13,43,14,2022-04-14 11:00:03
NA,35,NA,19140,5673,29957,9852,2022-04-14 11:00:03
NA,36,NA,19134,6474,32121,10249,2022-04-14 11:00:03
NA,37,NA,19145,5582,31772,14025,2022-04-14 11:00:03
NA,38,NA,19121,4040,20684,6789,2022-04-14 11:00:03
NA,39,NA,19107,3274,11728,5752,2022-04-14 11:00:03
NA,40,NA,19150,2010,14970,7271,2022-04-14 11:00:03
NA,41,NA,19131,3929,23963,9887,2022-04-14 11:00:03
NA,42,NA,19102,1495,4326,2265,2022-04-14 11:00:03
NA,43,NA,19148,7220,37802,15919,2022-04-14 11:00:03
NA,44,NA,19115,3413,22599,10499,2022-04-14 11:00:03
NA,45,NA,19136,3670,21329,8129,2022-04-14 11:00:03
NA,46,NA,19103,5655,18762,10629,2022-04-14 11:00:03
NA,47,NA,19106,2419,8939,5142,2022-04-14 11:00:03
NA,48,NA,19141,2771,16647,6353,2022-04-14 11:00:03
NA,49,NA,19137,828,4529,1700,2022-04-14 11:00:03
