the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2999,17946,6947,2022-02-26 16:00:00
NA,2,NA,19125,3653,16639,7755,2022-02-26 16:00:00
NA,3,NA,19144,4497,24091,9822,2022-02-26 16:00:00
NA,4,NA,19152,4704,22891,9008,2022-02-26 16:00:00
NA,5,NA,19153,1108,7452,3044,2022-02-26 16:00:00
NA,6,NA,19133,3095,13917,3967,2022-02-26 16:00:00
NA,7,NA,19126,1598,9301,3849,2022-02-26 16:00:00
NA,8,NA,19119,3180,18676,10339,2022-02-26 16:00:00
NA,9,NA,19120,7909,39573,13189,2022-02-26 16:00:00
NA,10,NA,19128,4281,24529,12652,2022-02-26 16:00:00
NA,11,NA,19104,8735,32073,13131,2022-02-26 16:00:00
NA,12,NA,19127,869,3924,1846,2022-02-26 16:00:00
NA,13,NA,19149,9867,36664,11247,2022-02-26 16:00:00
NA,14,NA,19143,6474,37609,15159,2022-02-26 16:00:00
NA,15,NA,19146,6227,30278,14298,2022-02-26 16:00:00
NA,16,NA,19135,3329,18306,5744,2022-02-26 16:00:00
NA,17,NA,19109,11,18,7,2022-02-26 16:00:00
NA,18,NA,19151,2795,17510,7032,2022-02-26 16:00:00
NA,19,NA,19154,3064,20635,8863,2022-02-26 16:00:00
NA,20,NA,19132,3577,18270,6259,2022-02-26 16:00:00
NA,21,NA,19111,7149,40141,15610,2022-02-26 16:00:00
NA,22,NA,19114,3024,19266,8612,2022-02-26 16:00:00
NA,23,NA,19147,6638,29878,15546,2022-02-26 16:00:00
NA,24,NA,19139,4262,23591,8568,2022-02-26 16:00:00
NA,25,NA,19124,7369,37489,11532,2022-02-26 16:00:00
NA,26,NA,19142,3179,16038,4978,2022-02-26 16:00:00
NA,27,NA,19118,1326,6879,4166,2022-02-26 16:00:00
NA,28,NA,19122,2977,12924,4566,2022-02-26 16:00:00
NA,29,NA,19123,3271,11940,5104,2022-02-26 16:00:00
NA,30,NA,19130,5386,19870,9621,2022-02-26 16:00:00
NA,31,NA,19116,3160,19193,8322,2022-02-26 16:00:00
NA,32,NA,19112,23,337,10,2022-02-26 16:00:00
NA,33,NA,19129,1485,7284,3771,2022-02-26 16:00:00
NA,34,NA,19113,12,43,14,2022-02-26 16:00:00
NA,35,NA,19140,5953,29041,9114,2022-02-26 16:00:00
NA,36,NA,19134,6773,31086,9434,2022-02-26 16:00:00
NA,37,NA,19145,5661,31284,13253,2022-02-26 16:00:00
NA,38,NA,19121,4102,20274,6313,2022-02-26 16:00:00
NA,39,NA,19107,3249,11593,5500,2022-02-26 16:00:00
NA,40,NA,19150,2050,14676,6810,2022-02-26 16:00:00
NA,41,NA,19131,4071,23322,9176,2022-02-26 16:00:00
NA,42,NA,19102,1474,4282,2180,2022-02-26 16:00:00
NA,43,NA,19148,7352,37204,15026,2022-02-26 16:00:00
NA,44,NA,19115,3489,22235,10006,2022-02-26 16:00:00
NA,45,NA,19136,3766,20777,7659,2022-02-26 16:00:00
NA,46,NA,19103,5546,18444,10103,2022-02-26 16:00:00
NA,47,NA,19106,2433,8898,5009,2022-02-26 16:00:00
NA,48,NA,19141,2857,16113,5837,2022-02-26 16:00:00
NA,49,NA,19137,826,4447,1602,2022-02-26 16:00:00
