the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp
NA,1,NA,19138,3186,14422,2022-01-05 16:00:02
NA,2,NA,19125,4437,14789,2022-01-05 16:00:02
NA,3,NA,19144,4955,20231,2022-01-05 16:00:02
NA,4,NA,19152,4753,19605,2022-01-05 16:00:02
NA,5,NA,19153,1204,5868,2022-01-05 16:00:02
NA,6,NA,19133,3178,12151,2022-01-05 16:00:02
NA,7,NA,19126,1725,7486,2022-01-05 16:00:02
NA,8,NA,19119,4033,15344,2022-01-05 16:00:02
NA,9,NA,19120,7868,32792,2022-01-05 16:00:02
NA,10,NA,19128,4688,18302,2022-01-05 16:00:02
NA,11,NA,19104,8368,27774,2022-01-05 16:00:02
NA,12,NA,19127,772,2965,2022-01-05 16:00:02
NA,13,NA,19149,9016,31390,2022-01-05 16:00:02
NA,14,NA,19143,6852,30976,2022-01-05 16:00:02
NA,15,NA,19146,6608,26381,2022-01-05 16:00:02
NA,16,NA,19135,3125,15595,2022-01-05 16:00:02
NA,17,NA,19151,2736,12581,2022-01-05 16:00:02
NA,18,NA,19154,3512,16354,2022-01-05 16:00:02
NA,19,NA,19132,3639,15658,2022-01-05 16:00:02
NA,20,NA,19111,7347,33428,2022-01-05 16:00:02
NA,21,NA,19114,3512,16273,2022-01-05 16:00:02
NA,22,NA,19147,7291,26323,2022-01-05 16:00:02
NA,23,NA,19139,4293,19413,2022-01-05 16:00:02
NA,24,NA,19124,7108,32061,2022-01-05 16:00:02
NA,25,NA,19142,2951,12578,2022-01-05 16:00:02
NA,26,NA,19118,1346,5028,2022-01-05 16:00:02
NA,27,NA,19122,2880,11611,2022-01-05 16:00:02
NA,28,NA,19123,3469,10467,2022-01-05 16:00:02
NA,29,NA,19130,5837,17079,2022-01-05 16:00:02
NA,30,NA,19116,3658,15148,2022-01-05 16:00:02
NA,31,NA,19129,1670,6041,2022-01-05 16:00:02
NA,32,NA,19140,5925,25111,2022-01-05 16:00:02
NA,33,NA,19134,6542,27148,2022-01-05 16:00:02
NA,34,NA,19145,6029,27924,2022-01-05 16:00:02
NA,35,NA,19121,4032,17762,2022-01-05 16:00:02
NA,36,NA,19107,3369,10472,2022-01-05 16:00:02
NA,37,NA,19150,2361,11704,2022-01-05 16:00:02
NA,38,NA,19131,4115,18068,2022-01-05 16:00:02
NA,39,NA,19102,1437,3733,2022-01-05 16:00:02
NA,40,NA,19148,7593,32997,2022-01-05 16:00:02
NA,41,NA,19115,4065,18318,2022-01-05 16:00:02
NA,42,NA,19136,3832,17739,2022-01-05 16:00:02
NA,43,NA,19103,5867,16281,2022-01-05 16:00:02
NA,44,NA,19106,2623,7740,2022-01-05 16:00:02
NA,45,NA,19141,3036,13453,2022-01-05 16:00:02
NA,46,NA,19137,898,3892,2022-01-05 16:00:02
