the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,boosted,etl_timestamp
NA,1,NA,19138,2869,18423,7353,2022-03-30 15:00:03
NA,2,NA,19125,3633,16807,7943,2022-03-30 15:00:03
NA,3,NA,19144,4362,24599,10283,2022-03-30 15:00:03
NA,4,NA,19152,4641,23163,9319,2022-03-30 15:00:03
NA,5,NA,19153,1072,7567,3185,2022-03-30 15:00:03
NA,6,NA,19133,3084,14314,4336,2022-03-30 15:00:03
NA,7,NA,19126,1520,9498,4069,2022-03-30 15:00:03
NA,8,NA,19119,3159,18891,10686,2022-03-30 15:00:03
NA,9,NA,19120,7681,40332,13911,2022-03-30 15:00:03
NA,10,NA,19128,4262,24736,12997,2022-03-30 15:00:03
NA,11,NA,19104,8431,31792,13623,2022-03-30 15:00:03
NA,12,NA,19127,877,3958,1905,2022-03-30 15:00:03
NA,13,NA,19149,9703,37439,11862,2022-03-30 15:00:03
NA,14,NA,19143,6202,38492,15897,2022-03-30 15:00:03
NA,15,NA,19146,6414,30660,14699,2022-03-30 15:00:03
NA,16,NA,19135,3204,18760,6052,2022-03-30 15:00:03
NA,17,NA,19109,10,21,8,2022-03-30 15:00:03
NA,18,NA,19151,2672,17922,7432,2022-03-30 15:00:03
NA,19,NA,19154,3006,20854,9115,2022-03-30 15:00:03
NA,20,NA,19132,3484,18729,6645,2022-03-30 15:00:03
NA,21,NA,19111,6994,40785,16294,2022-03-30 15:00:03
NA,22,NA,19114,2970,19534,8885,2022-03-30 15:00:03
NA,23,NA,19147,6578,30163,15919,2022-03-30 15:00:03
NA,24,NA,19139,4121,24175,9162,2022-03-30 15:00:03
NA,25,NA,19124,7114,38533,12351,2022-03-30 15:00:03
NA,26,NA,19142,3078,16515,5326,2022-03-30 15:00:03
NA,27,NA,19118,1314,6915,4262,2022-03-30 15:00:03
NA,28,NA,19122,2931,13111,4744,2022-03-30 15:00:03
NA,29,NA,19123,3240,12073,5248,2022-03-30 15:00:03
NA,30,NA,19130,5418,19981,9836,2022-03-30 15:00:03
NA,31,NA,19116,3137,19440,8641,2022-03-30 15:00:03
NA,32,NA,19112,23,336,10,2022-03-30 15:00:03
NA,33,NA,19129,1457,7368,3869,2022-03-30 15:00:03
NA,34,NA,19113,13,45,14,2022-03-30 15:00:03
NA,35,NA,19140,5701,29789,9705,2022-03-30 15:00:03
NA,36,NA,19134,6472,31988,10100,2022-03-30 15:00:03
NA,37,NA,19145,5595,31647,13766,2022-03-30 15:00:03
NA,38,NA,19121,4038,20663,6686,2022-03-30 15:00:03
NA,39,NA,19107,3263,11688,5667,2022-03-30 15:00:03
NA,40,NA,19150,1999,14912,7164,2022-03-30 15:00:03
NA,41,NA,19131,3936,23852,9715,2022-03-30 15:00:03
NA,42,NA,19102,1497,4320,2230,2022-03-30 15:00:03
NA,43,NA,19148,7252,37739,15713,2022-03-30 15:00:03
NA,44,NA,19115,3427,22488,10357,2022-03-30 15:00:03
NA,45,NA,19136,3674,21224,8002,2022-03-30 15:00:03
NA,46,NA,19103,5689,18659,10401,2022-03-30 15:00:03
NA,47,NA,19106,2440,8929,5078,2022-03-30 15:00:03
NA,48,NA,19141,2771,16567,6231,2022-03-30 15:00:03
NA,49,NA,19137,827,4516,1673,2022-03-30 15:00:03
