create_date,zip,at_least_dose,fully_vaccinated
2020-12-16T00:00:00Z,19102,6,NA
2020-12-16T00:00:00Z,19103,24,NA
2020-12-16T00:00:00Z,19104,11,NA
2020-12-16T00:00:00Z,19106,29,NA
2020-12-16T00:00:00Z,19107,31,NA
2020-12-16T00:00:00Z,19111,15,NA
2020-12-16T00:00:00Z,19114,14,NA
2020-12-16T00:00:00Z,19115,13,NA
2020-12-16T00:00:00Z,19116,8,NA
2020-12-16T00:00:00Z,19118,<6,NA
2020-12-16T00:00:00Z,19119,9,NA
2020-12-16T00:00:00Z,19120,<6,NA
2020-12-16T00:00:00Z,19121,<6,NA
2020-12-16T00:00:00Z,19122,6,NA
2020-12-16T00:00:00Z,19123,6,NA
2020-12-16T00:00:00Z,19124,<6,NA
2020-12-16T00:00:00Z,19125,9,NA
2020-12-16T00:00:00Z,19126,<6,NA
2020-12-16T00:00:00Z,19127,<6,NA
2020-12-16T00:00:00Z,19128,9,NA
2020-12-16T00:00:00Z,19129,7,NA
2020-12-16T00:00:00Z,19130,24,NA
2020-12-16T00:00:00Z,19131,6,NA
2020-12-16T00:00:00Z,19132,<6,NA
2020-12-16T00:00:00Z,19134,<6,NA
2020-12-16T00:00:00Z,19135,8,NA
2020-12-16T00:00:00Z,19136,16,NA
2020-12-16T00:00:00Z,19138,<6,NA
2020-12-16T00:00:00Z,19139,<6,NA
2020-12-16T00:00:00Z,19140,<6,NA
2020-12-16T00:00:00Z,19141,<6,NA
2020-12-16T00:00:00Z,19142,<6,NA
2020-12-16T00:00:00Z,19143,<6,NA
2020-12-16T00:00:00Z,19144,<6,NA
2020-12-16T00:00:00Z,19145,9,NA
2020-12-16T00:00:00Z,19146,26,NA
2020-12-16T00:00:00Z,19147,46,NA
2020-12-16T00:00:00Z,19148,10,NA
2020-12-16T00:00:00Z,19149,9,NA
2020-12-16T00:00:00Z,19150,<6,NA
2020-12-16T00:00:00Z,19151,<6,NA
2020-12-16T00:00:00Z,19152,15,NA
2020-12-16T00:00:00Z,19154,16,NA
2020-12-17T00:00:00Z,19102,38,NA
2020-12-17T00:00:00Z,19103,77,NA
2020-12-17T00:00:00Z,19104,42,NA
2020-12-17T00:00:00Z,19106,44,NA
2020-12-17T00:00:00Z,19107,69,NA
2020-12-17T00:00:00Z,19111,52,NA
2020-12-17T00:00:00Z,19114,25,NA
2020-12-17T00:00:00Z,19115,16,NA
2020-12-17T00:00:00Z,19116,19,NA
2020-12-17T00:00:00Z,19118,13,NA
2020-12-17T00:00:00Z,19119,14,NA
2020-12-17T00:00:00Z,19120,<6,NA
2020-12-17T00:00:00Z,19121,11,NA
2020-12-17T00:00:00Z,19122,15,NA
2020-12-17T00:00:00Z,19123,27,NA
2020-12-17T00:00:00Z,19124,10,NA
2020-12-17T00:00:00Z,19125,33,NA
2020-12-17T00:00:00Z,19127,12,NA
2020-12-17T00:00:00Z,19128,37,NA
2020-12-17T00:00:00Z,19129,18,NA
2020-12-17T00:00:00Z,19130,78,NA
2020-12-17T00:00:00Z,19131,12,NA
2020-12-17T00:00:00Z,19132,<6,NA
2020-12-17T00:00:00Z,19133,<6,NA
2020-12-17T00:00:00Z,19134,8,NA
2020-12-17T00:00:00Z,19135,6,NA
2020-12-17T00:00:00Z,19136,23,NA
2020-12-17T00:00:00Z,19137,6,NA
2020-12-17T00:00:00Z,19138,<6,NA
2020-12-17T00:00:00Z,19139,<6,NA
2020-12-17T00:00:00Z,19140,18,NA
2020-12-17T00:00:00Z,19141,<6,NA
2020-12-17T00:00:00Z,19142,<6,NA
2020-12-17T00:00:00Z,19143,20,NA
2020-12-17T00:00:00Z,19144,17,NA
2020-12-17T00:00:00Z,19145,28,NA
2020-12-17T00:00:00Z,19146,100,NA
2020-12-17T00:00:00Z,19147,84,NA
2020-12-17T00:00:00Z,19148,25,NA
2020-12-17T00:00:00Z,19149,20,NA
2020-12-17T00:00:00Z,19150,7,NA
2020-12-17T00:00:00Z,19151,9,NA
2020-12-17T00:00:00Z,19152,17,NA
2020-12-17T00:00:00Z,19153,6,NA
2020-12-17T00:00:00Z,19154,27,NA
2020-12-18T00:00:00Z,19102,23,NA
2020-12-18T00:00:00Z,19103,81,NA
2020-12-18T00:00:00Z,19104,38,NA
2020-12-18T00:00:00Z,19106,26,NA
2020-12-18T00:00:00Z,19107,38,NA
2020-12-18T00:00:00Z,19111,12,NA
2020-12-18T00:00:00Z,19114,14,NA
2020-12-18T00:00:00Z,19115,13,NA
2020-12-18T00:00:00Z,19116,21,NA
2020-12-18T00:00:00Z,19118,18,NA
2020-12-18T00:00:00Z,19119,20,NA
2020-12-18T00:00:00Z,19120,7,NA
2020-12-18T00:00:00Z,19121,9,NA
2020-12-18T00:00:00Z,19122,7,NA
2020-12-18T00:00:00Z,19123,29,NA
2020-12-18T00:00:00Z,19124,6,NA
2020-12-18T00:00:00Z,19125,19,NA
2020-12-18T00:00:00Z,19126,<6,NA
2020-12-18T00:00:00Z,19127,12,NA
2020-12-18T00:00:00Z,19128,42,NA
2020-12-18T00:00:00Z,19129,9,NA
2020-12-18T00:00:00Z,19130,64,NA
2020-12-18T00:00:00Z,19131,13,NA
2020-12-18T00:00:00Z,19132,<6,NA
2020-12-18T00:00:00Z,19133,<6,NA
2020-12-18T00:00:00Z,19134,8,NA
2020-12-18T00:00:00Z,19135,<6,NA
2020-12-18T00:00:00Z,19136,13,NA
2020-12-18T00:00:00Z,19137,<6,NA
2020-12-18T00:00:00Z,19138,<6,NA
2020-12-18T00:00:00Z,19139,7,NA
2020-12-18T00:00:00Z,19140,<6,NA
2020-12-18T00:00:00Z,19141,<6,NA
2020-12-18T00:00:00Z,19142,<6,NA
2020-12-18T00:00:00Z,19143,35,NA
2020-12-18T00:00:00Z,19144,16,NA
2020-12-18T00:00:00Z,19145,14,NA
2020-12-18T00:00:00Z,19146,104,NA
2020-12-18T00:00:00Z,19147,68,NA
2020-12-18T00:00:00Z,19148,24,NA
2020-12-18T00:00:00Z,19149,14,NA
2020-12-18T00:00:00Z,19150,<6,NA
2020-12-18T00:00:00Z,19151,<6,NA
2020-12-18T00:00:00Z,19152,11,NA
2020-12-18T00:00:00Z,19153,<6,NA
2020-12-18T00:00:00Z,19154,23,NA
2020-12-19T00:00:00Z,19102,24,NA
2020-12-19T00:00:00Z,19103,101,NA
2020-12-19T00:00:00Z,19104,53,NA
2020-12-19T00:00:00Z,19106,30,NA
2020-12-19T00:00:00Z,19107,37,NA
2020-12-19T00:00:00Z,19111,57,NA
2020-12-19T00:00:00Z,19114,12,NA
2020-12-19T00:00:00Z,19115,12,NA
2020-12-19T00:00:00Z,19116,9,NA
2020-12-19T00:00:00Z,19118,9,NA
2020-12-19T00:00:00Z,19119,15,NA
2020-12-19T00:00:00Z,19120,7,NA
2020-12-19T00:00:00Z,19121,6,NA
2020-12-19T00:00:00Z,19122,11,NA
2020-12-19T00:00:00Z,19123,24,NA
2020-12-19T00:00:00Z,19124,<6,NA
2020-12-19T00:00:00Z,19125,19,NA
2020-12-19T00:00:00Z,19126,<6,NA
2020-12-19T00:00:00Z,19127,7,NA
2020-12-19T00:00:00Z,19128,31,NA
2020-12-19T00:00:00Z,19129,13,NA
2020-12-19T00:00:00Z,19130,60,NA
2020-12-19T00:00:00Z,19131,6,NA
2020-12-19T00:00:00Z,19132,<6,NA
2020-12-19T00:00:00Z,19133,<6,NA
2020-12-19T00:00:00Z,19134,8,NA
2020-12-19T00:00:00Z,19135,<6,NA
2020-12-19T00:00:00Z,19136,13,NA
2020-12-19T00:00:00Z,19137,<6,NA
2020-12-19T00:00:00Z,19138,<6,NA
2020-12-19T00:00:00Z,19139,16,NA
2020-12-19T00:00:00Z,19140,6,NA
2020-12-19T00:00:00Z,19141,<6,NA
2020-12-19T00:00:00Z,19142,<6,NA
2020-12-19T00:00:00Z,19143,16,NA
2020-12-19T00:00:00Z,19144,13,NA
2020-12-19T00:00:00Z,19145,15,NA
2020-12-19T00:00:00Z,19146,156,NA
2020-12-19T00:00:00Z,19147,48,NA
2020-12-19T00:00:00Z,19148,16,NA
2020-12-19T00:00:00Z,19149,11,NA
2020-12-19T00:00:00Z,19150,<6,NA
2020-12-19T00:00:00Z,19151,<6,NA
2020-12-19T00:00:00Z,19152,<6,NA
2020-12-19T00:00:00Z,19154,14,NA
2020-12-20T00:00:00Z,19102,10,NA
2020-12-20T00:00:00Z,19103,26,NA
2020-12-20T00:00:00Z,19104,13,NA
2020-12-20T00:00:00Z,19106,<6,NA
2020-12-20T00:00:00Z,19107,<6,NA
2020-12-20T00:00:00Z,19111,9,NA
2020-12-20T00:00:00Z,19114,<6,NA
2020-12-20T00:00:00Z,19115,<6,NA
2020-12-20T00:00:00Z,19116,<6,NA
2020-12-20T00:00:00Z,19118,7,NA
2020-12-20T00:00:00Z,19119,9,NA
2020-12-20T00:00:00Z,19120,<6,NA
2020-12-20T00:00:00Z,19121,<6,NA
2020-12-20T00:00:00Z,19122,<6,NA
2020-12-20T00:00:00Z,19123,7,NA
2020-12-20T00:00:00Z,19125,11,NA
2020-12-20T00:00:00Z,19126,<6,NA
2020-12-20T00:00:00Z,19127,<6,NA
2020-12-20T00:00:00Z,19128,11,NA
2020-12-20T00:00:00Z,19129,8,NA
2020-12-20T00:00:00Z,19130,16,NA
2020-12-20T00:00:00Z,19131,<6,NA
2020-12-20T00:00:00Z,19132,<6,NA
2020-12-20T00:00:00Z,19134,<6,NA
2020-12-20T00:00:00Z,19135,<6,NA
2020-12-20T00:00:00Z,19136,<6,NA
2020-12-20T00:00:00Z,19137,<6,NA
2020-12-20T00:00:00Z,19138,<6,NA
2020-12-20T00:00:00Z,19139,<6,NA
2020-12-20T00:00:00Z,19141,<6,NA
2020-12-20T00:00:00Z,19142,<6,NA
2020-12-20T00:00:00Z,19143,11,NA
2020-12-20T00:00:00Z,19144,<6,NA
2020-12-20T00:00:00Z,19145,<6,NA
2020-12-20T00:00:00Z,19146,47,NA
2020-12-20T00:00:00Z,19147,26,NA
2020-12-20T00:00:00Z,19148,<6,NA
2020-12-20T00:00:00Z,19149,<6,NA
2020-12-20T00:00:00Z,19150,<6,NA
2020-12-20T00:00:00Z,19151,<6,NA
2020-12-20T00:00:00Z,19152,<6,NA
2020-12-20T00:00:00Z,19154,<6,NA
2020-12-21T00:00:00Z,19102,24,NA
2020-12-21T00:00:00Z,19103,81,NA
2020-12-21T00:00:00Z,19104,51,NA
2020-12-21T00:00:00Z,19106,23,NA
2020-12-21T00:00:00Z,19107,44,NA
2020-12-21T00:00:00Z,19111,59,NA
2020-12-21T00:00:00Z,19114,27,NA
2020-12-21T00:00:00Z,19115,24,NA
2020-12-21T00:00:00Z,19116,11,NA
2020-12-21T00:00:00Z,19118,12,NA
2020-12-21T00:00:00Z,19119,25,NA
2020-12-21T00:00:00Z,19120,21,NA
2020-12-21T00:00:00Z,19121,7,NA
2020-12-21T00:00:00Z,19122,17,NA
2020-12-21T00:00:00Z,19123,22,NA
2020-12-21T00:00:00Z,19124,11,NA
2020-12-21T00:00:00Z,19125,38,NA
2020-12-21T00:00:00Z,19126,<6,NA
2020-12-21T00:00:00Z,19127,13,NA
2020-12-21T00:00:00Z,19128,70,NA
2020-12-21T00:00:00Z,19129,16,NA
2020-12-21T00:00:00Z,19130,72,NA
2020-12-21T00:00:00Z,19131,28,NA
2020-12-21T00:00:00Z,19132,<6,NA
2020-12-21T00:00:00Z,19133,<6,NA
2020-12-21T00:00:00Z,19134,15,NA
2020-12-21T00:00:00Z,19135,9,NA
2020-12-21T00:00:00Z,19136,14,NA
2020-12-21T00:00:00Z,19137,<6,NA
2020-12-21T00:00:00Z,19138,6,NA
2020-12-21T00:00:00Z,19139,10,NA
2020-12-21T00:00:00Z,19140,<6,NA
2020-12-21T00:00:00Z,19141,15,NA
2020-12-21T00:00:00Z,19142,<6,NA
2020-12-21T00:00:00Z,19143,32,NA
2020-12-21T00:00:00Z,19144,21,NA
2020-12-21T00:00:00Z,19145,23,NA
2020-12-21T00:00:00Z,19146,133,NA
2020-12-21T00:00:00Z,19147,57,NA
2020-12-21T00:00:00Z,19148,24,NA
2020-12-21T00:00:00Z,19149,18,NA
2020-12-21T00:00:00Z,19150,8,NA
2020-12-21T00:00:00Z,19151,6,NA
2020-12-21T00:00:00Z,19152,13,NA
2020-12-21T00:00:00Z,19154,27,NA
2020-12-22T00:00:00Z,19102,33,NA
2020-12-22T00:00:00Z,19103,115,NA
2020-12-22T00:00:00Z,19104,48,NA
2020-12-22T00:00:00Z,19106,43,NA
2020-12-22T00:00:00Z,19107,52,NA
2020-12-22T00:00:00Z,19111,40,NA
2020-12-22T00:00:00Z,19114,20,NA
2020-12-22T00:00:00Z,19115,22,NA
2020-12-22T00:00:00Z,19116,16,NA
2020-12-22T00:00:00Z,19118,11,NA
2020-12-22T00:00:00Z,19119,23,NA
2020-12-22T00:00:00Z,19120,21,NA
2020-12-22T00:00:00Z,19121,14,NA
2020-12-22T00:00:00Z,19122,24,NA
2020-12-22T00:00:00Z,19123,42,NA
2020-12-22T00:00:00Z,19124,14,NA
2020-12-22T00:00:00Z,19125,47,NA
2020-12-22T00:00:00Z,19126,<6,NA
2020-12-22T00:00:00Z,19127,10,NA
2020-12-22T00:00:00Z,19128,59,NA
2020-12-22T00:00:00Z,19129,17,NA
2020-12-22T00:00:00Z,19130,68,NA
2020-12-22T00:00:00Z,19131,19,NA
2020-12-22T00:00:00Z,19132,<6,NA
2020-12-22T00:00:00Z,19133,<6,NA
2020-12-22T00:00:00Z,19134,19,NA
2020-12-22T00:00:00Z,19135,10,NA
2020-12-22T00:00:00Z,19136,19,NA
2020-12-22T00:00:00Z,19137,<6,NA
2020-12-22T00:00:00Z,19138,<6,NA
2020-12-22T00:00:00Z,19139,11,NA
2020-12-22T00:00:00Z,19140,11,NA
2020-12-22T00:00:00Z,19141,10,NA
2020-12-22T00:00:00Z,19142,8,NA
2020-12-22T00:00:00Z,19143,36,NA
2020-12-22T00:00:00Z,19144,23,NA
2020-12-22T00:00:00Z,19145,35,NA
2020-12-22T00:00:00Z,19146,133,NA
2020-12-22T00:00:00Z,19147,70,NA
2020-12-22T00:00:00Z,19148,37,NA
2020-12-22T00:00:00Z,19149,14,NA
2020-12-22T00:00:00Z,19150,7,NA
2020-12-22T00:00:00Z,19151,11,NA
2020-12-22T00:00:00Z,19152,15,NA
2020-12-22T00:00:00Z,19153,<6,NA
2020-12-22T00:00:00Z,19154,21,NA
2020-12-23T00:00:00Z,19102,21,NA
2020-12-23T00:00:00Z,19103,55,NA
2020-12-23T00:00:00Z,19104,42,NA
2020-12-23T00:00:00Z,19106,21,NA
2020-12-23T00:00:00Z,19107,38,NA
2020-12-23T00:00:00Z,19111,34,NA
2020-12-23T00:00:00Z,19114,22,NA
2020-12-23T00:00:00Z,19115,19,NA
2020-12-23T00:00:00Z,19116,11,NA
2020-12-23T00:00:00Z,19118,12,NA
2020-12-23T00:00:00Z,19119,13,NA
2020-12-23T00:00:00Z,19120,25,NA
2020-12-23T00:00:00Z,19121,9,NA
2020-12-23T00:00:00Z,19122,14,NA
2020-12-23T00:00:00Z,19123,23,NA
2020-12-23T00:00:00Z,19124,11,NA
2020-12-23T00:00:00Z,19125,25,NA
2020-12-23T00:00:00Z,19126,<6,NA
2020-12-23T00:00:00Z,19127,6,NA
2020-12-23T00:00:00Z,19128,31,NA
2020-12-23T00:00:00Z,19129,13,NA
2020-12-23T00:00:00Z,19130,42,NA
2020-12-23T00:00:00Z,19131,21,NA
2020-12-23T00:00:00Z,19132,8,NA
2020-12-23T00:00:00Z,19134,10,NA
2020-12-23T00:00:00Z,19135,6,NA
2020-12-23T00:00:00Z,19136,19,NA
2020-12-23T00:00:00Z,19137,<6,NA
2020-12-23T00:00:00Z,19138,<6,NA
2020-12-23T00:00:00Z,19139,12,NA
2020-12-23T00:00:00Z,19140,<6,NA
2020-12-23T00:00:00Z,19141,13,NA
2020-12-23T00:00:00Z,19142,<6,NA
2020-12-23T00:00:00Z,19143,18,NA
2020-12-23T00:00:00Z,19144,22,NA
2020-12-23T00:00:00Z,19145,29,NA
2020-12-23T00:00:00Z,19146,85,NA
2020-12-23T00:00:00Z,19147,60,NA
2020-12-23T00:00:00Z,19148,26,NA
2020-12-23T00:00:00Z,19149,17,NA
2020-12-23T00:00:00Z,19150,6,NA
2020-12-23T00:00:00Z,19151,10,NA
2020-12-23T00:00:00Z,19152,21,NA
2020-12-23T00:00:00Z,19153,<6,NA
2020-12-23T00:00:00Z,19154,20,NA
2020-12-24T00:00:00Z,19102,8,NA
2020-12-24T00:00:00Z,19103,45,NA
2020-12-24T00:00:00Z,19104,16,NA
2020-12-24T00:00:00Z,19106,17,NA
2020-12-24T00:00:00Z,19107,14,NA
2020-12-24T00:00:00Z,19111,36,NA
2020-12-24T00:00:00Z,19114,7,NA
2020-12-24T00:00:00Z,19115,9,NA
2020-12-24T00:00:00Z,19116,15,NA
2020-12-24T00:00:00Z,19118,<6,NA
2020-12-24T00:00:00Z,19119,10,NA
2020-12-24T00:00:00Z,19120,11,NA
2020-12-24T00:00:00Z,19121,9,NA
2020-12-24T00:00:00Z,19122,<6,NA
2020-12-24T00:00:00Z,19123,18,NA
2020-12-24T00:00:00Z,19124,<6,NA
2020-12-24T00:00:00Z,19125,9,NA
2020-12-24T00:00:00Z,19126,<6,NA
2020-12-24T00:00:00Z,19127,<6,NA
2020-12-24T00:00:00Z,19128,18,NA
2020-12-24T00:00:00Z,19129,11,NA
2020-12-24T00:00:00Z,19130,24,NA
2020-12-24T00:00:00Z,19131,8,NA
2020-12-24T00:00:00Z,19132,<6,NA
2020-12-24T00:00:00Z,19133,<6,NA
2020-12-24T00:00:00Z,19134,<6,NA
2020-12-24T00:00:00Z,19135,6,NA
2020-12-24T00:00:00Z,19136,6,NA
2020-12-24T00:00:00Z,19137,<6,NA
2020-12-24T00:00:00Z,19138,6,NA
2020-12-24T00:00:00Z,19139,<6,NA
2020-12-24T00:00:00Z,19140,<6,NA
2020-12-24T00:00:00Z,19141,9,NA
2020-12-24T00:00:00Z,19142,<6,NA
2020-12-24T00:00:00Z,19143,23,NA
2020-12-24T00:00:00Z,19144,<6,NA
2020-12-24T00:00:00Z,19145,12,NA
2020-12-24T00:00:00Z,19146,47,NA
2020-12-24T00:00:00Z,19147,38,NA
2020-12-24T00:00:00Z,19148,8,NA
2020-12-24T00:00:00Z,19149,11,NA
2020-12-24T00:00:00Z,19150,<6,NA
2020-12-24T00:00:00Z,19151,<6,NA
2020-12-24T00:00:00Z,19152,13,NA
2020-12-24T00:00:00Z,19153,<6,NA
2020-12-24T00:00:00Z,19154,11,NA
2020-12-26T00:00:00Z,19103,<6,NA
2020-12-26T00:00:00Z,19104,<6,NA
2020-12-26T00:00:00Z,19106,<6,NA
2020-12-26T00:00:00Z,19107,<6,NA
2020-12-26T00:00:00Z,19111,<6,NA
2020-12-26T00:00:00Z,19114,6,NA
2020-12-26T00:00:00Z,19115,6,NA
2020-12-26T00:00:00Z,19116,<6,NA
2020-12-26T00:00:00Z,19119,<6,NA
2020-12-26T00:00:00Z,19120,9,NA
2020-12-26T00:00:00Z,19121,<6,NA
2020-12-26T00:00:00Z,19122,<6,NA
2020-12-26T00:00:00Z,19123,<6,NA
2020-12-26T00:00:00Z,19124,6,NA
2020-12-26T00:00:00Z,19125,<6,NA
2020-12-26T00:00:00Z,19126,<6,NA
2020-12-26T00:00:00Z,19127,<6,NA
2020-12-26T00:00:00Z,19128,10,NA
2020-12-26T00:00:00Z,19129,<6,NA
2020-12-26T00:00:00Z,19130,8,NA
2020-12-26T00:00:00Z,19131,<6,NA
2020-12-26T00:00:00Z,19134,<6,NA
2020-12-26T00:00:00Z,19135,<6,NA
2020-12-26T00:00:00Z,19136,<6,NA
2020-12-26T00:00:00Z,19138,<6,NA
2020-12-26T00:00:00Z,19139,<6,NA
2020-12-26T00:00:00Z,19140,<6,NA
2020-12-26T00:00:00Z,19141,7,NA
2020-12-26T00:00:00Z,19142,<6,NA
2020-12-26T00:00:00Z,19143,<6,NA
2020-12-26T00:00:00Z,19144,6,NA
2020-12-26T00:00:00Z,19145,<6,NA
2020-12-26T00:00:00Z,19146,<6,NA
2020-12-26T00:00:00Z,19147,<6,NA
2020-12-26T00:00:00Z,19148,<6,NA
2020-12-26T00:00:00Z,19149,<6,NA
2020-12-26T00:00:00Z,19151,<6,NA
2020-12-26T00:00:00Z,19152,<6,NA
2020-12-26T00:00:00Z,19153,<6,NA
2020-12-26T00:00:00Z,19154,6,NA
2020-12-27T00:00:00Z,19102,9,NA
2020-12-27T00:00:00Z,19103,51,NA
2020-12-27T00:00:00Z,19104,16,NA
2020-12-27T00:00:00Z,19106,15,NA
2020-12-27T00:00:00Z,19107,12,NA
2020-12-27T00:00:00Z,19111,11,NA
2020-12-27T00:00:00Z,19114,7,NA
2020-12-27T00:00:00Z,19115,6,NA
2020-12-27T00:00:00Z,19116,<6,NA
2020-12-27T00:00:00Z,19118,10,NA
2020-12-27T00:00:00Z,19119,11,NA
2020-12-27T00:00:00Z,19120,13,NA
2020-12-27T00:00:00Z,19121,<6,NA
2020-12-27T00:00:00Z,19122,<6,NA
2020-12-27T00:00:00Z,19123,7,NA
2020-12-27T00:00:00Z,19124,7,NA
2020-12-27T00:00:00Z,19125,<6,NA
2020-12-27T00:00:00Z,19126,<6,NA
2020-12-27T00:00:00Z,19127,<6,NA
2020-12-27T00:00:00Z,19128,18,NA
2020-12-27T00:00:00Z,19129,6,NA
2020-12-27T00:00:00Z,19130,19,NA
2020-12-27T00:00:00Z,19131,<6,NA
2020-12-27T00:00:00Z,19132,<6,NA
2020-12-27T00:00:00Z,19133,<6,NA
2020-12-27T00:00:00Z,19134,<6,NA
2020-12-27T00:00:00Z,19135,<6,NA
2020-12-27T00:00:00Z,19136,<6,NA
2020-12-27T00:00:00Z,19137,<6,NA
2020-12-27T00:00:00Z,19138,<6,NA
2020-12-27T00:00:00Z,19139,<6,NA
2020-12-27T00:00:00Z,19140,<6,NA
2020-12-27T00:00:00Z,19141,9,NA
2020-12-27T00:00:00Z,19142,<6,NA
2020-12-27T00:00:00Z,19143,15,NA
2020-12-27T00:00:00Z,19144,15,NA
2020-12-27T00:00:00Z,19145,6,NA
2020-12-27T00:00:00Z,19146,62,NA
2020-12-27T00:00:00Z,19147,25,NA
2020-12-27T00:00:00Z,19148,8,NA
2020-12-27T00:00:00Z,19149,10,NA
2020-12-27T00:00:00Z,19150,<6,NA
2020-12-27T00:00:00Z,19151,<6,NA
2020-12-27T00:00:00Z,19152,6,NA
2020-12-27T00:00:00Z,19153,<6,NA
2020-12-27T00:00:00Z,19154,6,NA
2020-12-28T00:00:00Z,19102,14,NA
2020-12-28T00:00:00Z,19103,92,NA
2020-12-28T00:00:00Z,19104,53,NA
2020-12-28T00:00:00Z,19106,33,NA
2020-12-28T00:00:00Z,19107,47,NA
2020-12-28T00:00:00Z,19111,47,NA
2020-12-28T00:00:00Z,19114,39,NA
2020-12-28T00:00:00Z,19115,35,NA
2020-12-28T00:00:00Z,19116,28,NA
2020-12-28T00:00:00Z,19118,10,NA
2020-12-28T00:00:00Z,19119,23,NA
2020-12-28T00:00:00Z,19120,25,NA
2020-12-28T00:00:00Z,19121,15,NA
2020-12-28T00:00:00Z,19122,8,NA
2020-12-28T00:00:00Z,19123,31,NA
2020-12-28T00:00:00Z,19124,23,NA
2020-12-28T00:00:00Z,19125,38,NA
2020-12-28T00:00:00Z,19126,13,NA
2020-12-28T00:00:00Z,19127,14,NA
2020-12-28T00:00:00Z,19128,63,NA
2020-12-28T00:00:00Z,19129,13,NA
2020-12-28T00:00:00Z,19130,51,NA
2020-12-28T00:00:00Z,19131,25,NA
2020-12-28T00:00:00Z,19132,7,NA
2020-12-28T00:00:00Z,19134,16,NA
2020-12-28T00:00:00Z,19135,13,NA
2020-12-28T00:00:00Z,19136,24,NA
2020-12-28T00:00:00Z,19137,<6,NA
2020-12-28T00:00:00Z,19138,13,NA
2020-12-28T00:00:00Z,19139,11,NA
2020-12-28T00:00:00Z,19140,14,NA
2020-12-28T00:00:00Z,19141,11,NA
2020-12-28T00:00:00Z,19142,10,NA
2020-12-28T00:00:00Z,19143,33,NA
2020-12-28T00:00:00Z,19144,15,NA
2020-12-28T00:00:00Z,19145,38,NA
2020-12-28T00:00:00Z,19146,141,NA
2020-12-28T00:00:00Z,19147,55,NA
2020-12-28T00:00:00Z,19148,39,NA
2020-12-28T00:00:00Z,19149,36,NA
2020-12-28T00:00:00Z,19150,12,NA
2020-12-28T00:00:00Z,19151,17,NA
2020-12-28T00:00:00Z,19152,26,NA
2020-12-28T00:00:00Z,19153,<6,NA
2020-12-28T00:00:00Z,19154,37,NA
2020-12-29T00:00:00Z,19102,22,NA
2020-12-29T00:00:00Z,19103,83,NA
2020-12-29T00:00:00Z,19104,59,NA
2020-12-29T00:00:00Z,19106,30,NA
2020-12-29T00:00:00Z,19107,44,NA
2020-12-29T00:00:00Z,19111,33,NA
2020-12-29T00:00:00Z,19114,28,NA
2020-12-29T00:00:00Z,19115,30,NA
2020-12-29T00:00:00Z,19116,21,NA
2020-12-29T00:00:00Z,19118,23,NA
2020-12-29T00:00:00Z,19119,24,NA
2020-12-29T00:00:00Z,19120,21,NA
2020-12-29T00:00:00Z,19121,17,NA
2020-12-29T00:00:00Z,19122,12,NA
2020-12-29T00:00:00Z,19123,32,NA
2020-12-29T00:00:00Z,19124,26,NA
2020-12-29T00:00:00Z,19125,39,NA
2020-12-29T00:00:00Z,19126,9,NA
2020-12-29T00:00:00Z,19127,11,NA
2020-12-29T00:00:00Z,19128,50,NA
2020-12-29T00:00:00Z,19129,18,NA
2020-12-29T00:00:00Z,19130,66,NA
2020-12-29T00:00:00Z,19131,17,NA
2020-12-29T00:00:00Z,19132,<6,NA
2020-12-29T00:00:00Z,19133,<6,NA
2020-12-29T00:00:00Z,19134,26,NA
2020-12-29T00:00:00Z,19135,12,NA
2020-12-29T00:00:00Z,19136,18,NA
2020-12-29T00:00:00Z,19137,6,NA
2020-12-29T00:00:00Z,19138,12,NA
2020-12-29T00:00:00Z,19139,10,NA
2020-12-29T00:00:00Z,19140,15,NA
2020-12-29T00:00:00Z,19141,7,NA
2020-12-29T00:00:00Z,19142,11,NA
2020-12-29T00:00:00Z,19143,33,NA
2020-12-29T00:00:00Z,19144,24,NA
2020-12-29T00:00:00Z,19145,21,NA
2020-12-29T00:00:00Z,19146,123,NA
2020-12-29T00:00:00Z,19147,73,NA
2020-12-29T00:00:00Z,19148,37,NA
2020-12-29T00:00:00Z,19149,21,NA
2020-12-29T00:00:00Z,19150,12,NA
2020-12-29T00:00:00Z,19151,11,NA
2020-12-29T00:00:00Z,19152,26,NA
2020-12-29T00:00:00Z,19153,<6,NA
2020-12-29T00:00:00Z,19154,28,NA
2020-12-30T00:00:00Z,19102,21,NA
2020-12-30T00:00:00Z,19103,88,NA
2020-12-30T00:00:00Z,19104,56,NA
2020-12-30T00:00:00Z,19106,33,NA
2020-12-30T00:00:00Z,19107,47,NA
2020-12-30T00:00:00Z,19111,80,NA
2020-12-30T00:00:00Z,19114,54,NA
2020-12-30T00:00:00Z,19115,54,NA
2020-12-30T00:00:00Z,19116,45,NA
2020-12-30T00:00:00Z,19118,7,NA
2020-12-30T00:00:00Z,19119,38,NA
2020-12-30T00:00:00Z,19120,38,NA
2020-12-30T00:00:00Z,19121,14,NA
2020-12-30T00:00:00Z,19122,11,NA
2020-12-30T00:00:00Z,19123,26,NA
2020-12-30T00:00:00Z,19124,35,NA
2020-12-30T00:00:00Z,19125,39,NA
2020-12-30T00:00:00Z,19126,10,NA
2020-12-30T00:00:00Z,19127,18,NA
2020-12-30T00:00:00Z,19128,88,NA
