the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp,population,county,state,date,mmwr_year,mmwr_week,mmwr_day,year_week
NA,27,NA,19122,1949,8240,2021-06-17 17:20:02,21653,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,28,NA,19123,2217,8371,2021-06-17 17:20:02,13416,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,29,NA,19130,3378,13814,2021-06-17 17:20:02,24870,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,30,NA,19116,2210,10989,2021-06-17 17:20:02,33112,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,31,NA,19129,1274,4651,2021-06-17 17:20:02,10975,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,32,NA,19140,4581,15046,2021-06-17 17:20:02,54133,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,33,NA,19134,4961,16741,2021-06-17 17:20:02,60675,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,34,NA,19145,4504,20140,2021-06-17 17:20:02,47261,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,35,NA,19121,2814,11757,2021-06-17 17:20:02,36572,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,36,NA,19107,2007,8951,2021-06-17 17:20:02,14875,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,37,NA,19150,1761,8632,2021-06-17 17:20:02,23378,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,38,NA,19131,2930,13010,2021-06-17 17:20:02,43172,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,39,NA,19102,751,3335,2021-06-17 17:20:02,4705,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,40,NA,19148,5816,24136,2021-06-17 17:20:02,49732,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,41,NA,19115,2760,13827,2021-06-17 17:20:02,33207,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,42,NA,19136,3009,11940,2021-06-17 17:20:02,40647,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,43,NA,19103,2619,14700,2021-06-17 17:20:02,21908,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,44,NA,19106,1639,6720,2021-06-17 17:20:02,11740,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,45,NA,19141,2286,8537,2021-06-17 17:20:02,31376,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
NA,46,NA,19137,641,2671,2021-06-17 17:20:02,8638,Philadelphia County,PA,2021-06-17,2021,24,5,2021 - 24
