the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp,population,county,state,date,mmwr_year,mmwr_week,mmwr_day,year_week
NA,1,NA,19138,2575,11890,2021-09-13 15:00:00,32273,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,2,NA,19125,2418,13466,2021-09-13 15:00:00,22958,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,3,NA,19144,3713,16864,2021-09-13 15:00:00,43329,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,4,NA,19152,3705,17119,2021-09-13 15:00:00,33293,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,5,NA,19153,943,4936,2021-09-13 15:00:00,12259,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,6,NA,19133,2563,9714,2021-09-13 15:00:00,26063,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,7,NA,19126,1372,6463,2021-09-13 15:00:00,15758,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,8,NA,19119,2457,13233,2021-09-13 15:00:00,27035,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,9,NA,19120,6572,26668,2021-09-13 15:00:00,68104,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,10,NA,19128,3186,16406,2021-09-13 15:00:00,35239,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,11,NA,19104,5064,25210,2021-09-13 15:00:00,51808,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,12,NA,19127,463,2779,2021-09-13 15:00:00,5913,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,13,NA,19149,7511,26239,2021-09-13 15:00:00,55006,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,14,NA,19143,4933,26226,2021-09-13 15:00:00,64849,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,15,NA,19146,3569,23617,2021-09-13 15:00:00,35113,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,16,NA,19135,2773,13021,2021-09-13 15:00:00,33091,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,17,NA,19151,2099,10633,2021-09-13 15:00:00,29883,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,18,NA,19154,2423,14297,2021-09-13 15:00:00,34196,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,19,NA,19132,2934,12230,2021-09-13 15:00:00,36268,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,20,NA,19111,5809,28793,2021-09-13 15:00:00,63090,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,21,NA,19114,2438,14398,2021-09-13 15:00:00,30907,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,22,NA,19147,4093,23502,2021-09-13 15:00:00,36228,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,23,NA,19139,3364,15788,2021-09-13 15:00:00,41271,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,24,NA,19124,5953,26061,2021-09-13 15:00:00,66691,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,25,NA,19142,2441,10123,2021-09-13 15:00:00,29595,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,26,NA,19118,741,4597,2021-09-13 15:00:00,9808,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,27,NA,19122,2105,10187,2021-09-13 15:00:00,21653,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,28,NA,19123,2389,9547,2021-09-13 15:00:00,13416,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,29,NA,19130,3708,15616,2021-09-13 15:00:00,24870,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,30,NA,19116,2359,13271,2021-09-13 15:00:00,33112,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,31,NA,19129,1209,5275,2021-09-13 15:00:00,10975,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,32,NA,19140,4815,20179,2021-09-13 15:00:00,54133,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,33,NA,19134,5355,22351,2021-09-13 15:00:00,60675,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,34,NA,19145,4505,24207,2021-09-13 15:00:00,47261,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,35,NA,19121,3181,14970,2021-09-13 15:00:00,36572,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,36,NA,19107,2028,9800,2021-09-13 15:00:00,14875,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,37,NA,19150,1808,10233,2021-09-13 15:00:00,23378,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,38,NA,19131,3215,15372,2021-09-13 15:00:00,43172,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,39,NA,19102,814,3582,2021-09-13 15:00:00,4705,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,40,NA,19148,5842,28936,2021-09-13 15:00:00,49732,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,41,NA,19115,2746,16457,2021-09-13 15:00:00,33207,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,42,NA,19136,3082,15153,2021-09-13 15:00:00,40647,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,43,NA,19103,3055,15599,2021-09-13 15:00:00,21908,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,44,NA,19106,1709,7164,2021-09-13 15:00:00,11740,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,45,NA,19141,2461,10842,2021-09-13 15:00:00,31376,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
NA,46,NA,19137,846,3269,2021-09-13 15:00:00,8638,Philadelphia County,PA,2021-09-13,2021,37,2,2021 - 37
