the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp,population,county,state,date,mmwr_year,mmwr_week,mmwr_day,year_week
NA,1,NA,19138,2262,10646,2021-07-26 17:20:03,32273,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,2,NA,19125,2273,12635,2021-07-26 17:20:03,22958,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,3,NA,19144,3342,15232,2021-07-26 17:20:03,43329,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,4,NA,19152,3435,15463,2021-07-26 17:20:03,33293,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,5,NA,19153,862,4464,2021-07-26 17:20:03,12259,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,6,NA,19133,2234,8362,2021-07-26 17:20:03,26063,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,7,NA,19126,1219,5916,2021-07-26 17:20:03,15758,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,8,NA,19119,2332,12464,2021-07-26 17:20:03,27035,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,9,NA,19120,5735,23331,2021-07-26 17:20:03,68104,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,10,NA,19128,3215,15144,2021-07-26 17:20:03,35239,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,11,NA,19104,4410,23910,2021-07-26 17:20:03,51808,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,12,NA,19127,494,2609,2021-07-26 17:20:03,5913,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,13,NA,19149,6739,22680,2021-07-26 17:20:03,55006,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,14,NA,19143,4301,24005,2021-07-26 17:20:03,64849,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,15,NA,19146,3228,21293,2021-07-26 17:20:03,35113,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,16,NA,19135,2390,11092,2021-07-26 17:20:03,33091,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,17,NA,19151,1947,9556,2021-07-26 17:20:03,29883,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,18,NA,19154,2182,13249,2021-07-26 17:20:03,34196,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,19,NA,19132,2460,10700,2021-07-26 17:20:03,36268,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,20,NA,19111,5355,25596,2021-07-26 17:20:03,63090,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,21,NA,19114,2169,13219,2021-07-26 17:20:03,30907,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,22,NA,19147,3767,22256,2021-07-26 17:20:03,36228,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,23,NA,19139,2844,14233,2021-07-26 17:20:03,41271,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,24,NA,19124,5183,22520,2021-07-26 17:20:03,66691,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,25,NA,19142,2180,8755,2021-07-26 17:20:03,29595,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,26,NA,19118,748,4422,2021-07-26 17:20:03,9808,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,27,NA,19122,1837,8960,2021-07-26 17:20:03,21653,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,28,NA,19123,2239,8826,2021-07-26 17:20:03,13416,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,29,NA,19130,3268,14324,2021-07-26 17:20:03,24870,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,30,NA,19116,2098,11868,2021-07-26 17:20:03,33112,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,31,NA,19129,1209,4941,2021-07-26 17:20:03,10975,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,32,NA,19140,4117,17563,2021-07-26 17:20:03,54133,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,33,NA,19134,4349,19499,2021-07-26 17:20:03,60675,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,34,NA,19145,4183,21857,2021-07-26 17:20:03,47261,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,35,NA,19121,2678,12798,2021-07-26 17:20:03,36572,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,36,NA,19107,1926,9370,2021-07-26 17:20:03,14875,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,37,NA,19150,1705,9360,2021-07-26 17:20:03,23378,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,38,NA,19131,2745,14188,2021-07-26 17:20:03,43172,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,39,NA,19102,731,3450,2021-07-26 17:20:03,4705,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,40,NA,19148,5485,26226,2021-07-26 17:20:03,49732,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,41,NA,19115,2499,14975,2021-07-26 17:20:03,33207,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,42,NA,19136,2801,13413,2021-07-26 17:20:03,40647,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,43,NA,19103,2513,15077,2021-07-26 17:20:03,21908,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,44,NA,19106,1600,6907,2021-07-26 17:20:03,11740,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,45,NA,19141,2099,9657,2021-07-26 17:20:03,31376,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
NA,46,NA,19137,668,2968,2021-07-26 17:20:03,8638,Philadelphia County,PA,2021-07-26,2021,30,2,2021 - 30
