the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp,population,county,state,date,mmwr_year,mmwr_week,mmwr_day,year_week
NA,1,NA,19138,2742,13823,2021-12-03 16:00:01,32273,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,2,NA,19125,3412,14165,2021-12-03 16:00:01,22958,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,3,NA,19144,4169,19302,2021-12-03 16:00:01,43329,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,4,NA,19152,4059,19011,2021-12-03 16:00:01,33293,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,5,NA,19153,1048,5629,2021-12-03 16:00:01,12259,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,6,NA,19133,2736,11596,2021-12-03 16:00:01,26063,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,7,NA,19126,1499,7276,2021-12-03 16:00:01,15758,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,8,NA,19119,3408,14555,2021-12-03 16:00:01,27035,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,9,NA,19120,6826,31490,2021-12-03 16:00:01,68104,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,10,NA,19128,4084,17556,2021-12-03 16:00:01,35239,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,11,NA,19104,5771,26861,2021-12-03 16:00:01,51808,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,12,NA,19127,626,2903,2021-12-03 16:00:01,5913,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,13,NA,19149,7747,29874,2021-12-03 16:00:01,55006,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,14,NA,19143,5755,29609,2021-12-03 16:00:01,64849,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,15,NA,19146,5436,25441,2021-12-03 16:00:01,35113,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,16,NA,19135,2797,14975,2021-12-03 16:00:01,33091,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,17,NA,19151,2360,12118,2021-12-03 16:00:01,29883,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,18,NA,19154,2955,15830,2021-12-03 16:00:01,34196,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,19,NA,19132,3134,14861,2021-12-03 16:00:01,36268,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,20,NA,19111,6425,32272,2021-12-03 16:00:01,63090,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
NA,21,NA,19114,2997,15879,2021-12-03 16:00:01,30907,Philadelphia County,PA,2021-12-03,2021,48,6,2021 - 48
